input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,cdn,tls_expired,tls_subject_org_,tls_mismatched,final_url,csp_domains_,location,tls_self_signed
user-mgmnt-service.internal.int.np.api-business.comcast.com,,200,45,user-mgmnt-service.internal.int.np.api-business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-15T00:00:00Z,2024-01-13T23:59:59Z,CN=user-mgmnt-service.internal.int.np.api-business.comcast.com,user-mgmnt-service.internal.int.np.api-business.comcast.com,user-mgmnt-service.internal.int.np.api-business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fc01ee0787cf1484389c417870ee015d,b77d05c19da72aa3ebbaf8dc0805cae2fb4cc87490094a69bd217ba4f68cff36,ctls,user-mgmnt-service.internal.int.np.api-business.comcast.com,443,https://user-mgmnt-service.internal.int.np.api-business.comcast.com:443,https,,,GET,54.205.228.100,/,-1840324437,18.213.141.120,,1,False,,,,,,,,,,
user-mgmnt-service.internal.stg-va.np.api-business.comcast.com,,200,45,user-mgmnt-service.internal.stg-va.np.api-business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-21T00:00:00Z,2024-06-18T23:59:59Z,CN=user-mgmnt-service.internal.stg-va.np.api-business.comcast.com,user-mgmnt-service.internal.stg-va.np.api-business.comcast.com,user-mgmnt-service.internal.stg-va.np.api-business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4b1885a3dd91cb6c8fdd2fedb4e212cd,3ca80032fceae6e0aa29792f8221df4f7603fd2a73bdaa0f6ee8be2701b5030d,ctls,user-mgmnt-service.internal.stg-va.np.api-business.comcast.com,443,https://user-mgmnt-service.internal.stg-va.np.api-business.comcast.com:443,https,,,GET,3.92.249.73,/,-1840324437,100.25.81.253,,1,False,,,,,,,,,,
user-profile.pqa.np.api-business.comcast.com,,404,,user-profile.pqa.np.api-business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-17T00:00:00Z,2024-07-15T23:59:59Z,CN=user-profile.pqa.np.api-business.comcast.com,user-profile.pqa.np.api-business.comcast.com,user-profile.pqa.np.api-business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,53f53bd04276c293db2046d8c930dd7b,415ed4140a6ac83a2dd609d8ae2f8a016c20733e9ff11892652e7b1720495690,ctls,user-profile.pqa.np.api-business.comcast.com,443,https://user-profile.pqa.np.api-business.comcast.com:443,https,,,GET,54.82.154.15,/,-1840324437,3.215.249.133,,1,False,,,,,,,,,,
utah.comcast.com,Comcast Utah,200,100577,utah.comcast.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-24T00:35:33Z,2023-09-22T00:35:32Z,CN=arizona.comcast.com,arizona.comcast.com,www.comcastfield.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ebce1facd5b0f3c273c558f6f5b3541c,4888f40b4fda0d2e6301f7ec7e2be8c271ac6dba08c6849e304485f302d31503,ctls,utah.comcast.com,443,https://utah.comcast.com:443,https,Pagely-ARES/1.10.28,text/html,GET,52.202.180.162,/,1494302000,52.202.180.162,WordPress,660,False,,,,,,,,,,
v4-messaging-mdp.gslb2.comcast.com,404 Not Found,404,153,v4-messaging-mdp.gslb2.comcast.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-08T00:00:00Z,2024-06-07T23:59:59Z,"CN=mi-messaging.mdp.comcast.net, O=Comcast Corporation, ST=Pennsylvania, C=US",mi-messaging.mdp.comcast.net,www.messaging.mdp.comcast.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,45e5fdca10165f4c003ecc76c75e5861,dd40f7de0e7923d23f4bee1173baef3e0dc1efa57e72d21f427b643524b207b7,ctls,v4-messaging-mdp.gslb2.comcast.com,443,https://v4-messaging-mdp.gslb2.comcast.com:443,https,nginx/1.20.1,text/html,GET,96.106.48.68,/,-1298480087,96.106.48.68,Nginx:1.20.1,8,False,,,,,Comcast Corporation,,,,,
va.activecore.mobileapp.digital.business.comcast.com,ActiveCore Mobile,200,3208,va.activecore.mobileapp.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-11T23:59:59Z,CN=va.activecore.mobileapp.digital.business.comcast.com,va.activecore.mobileapp.digital.business.comcast.com,*.va.va.activecore.mobileapp.digital.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6b275596b9c0bd852fe98948ef6e00c4,da7af3522aa33041a25e4c2678d5714f30c451a5803d894d51f64c38c7222a5d,ctls,va.activecore.mobileapp.digital.business.comcast.com,443,https://va.activecore.mobileapp.digital.business.comcast.com:443,https,AmazonS3,text/html,GET,13.32.121.110,/,-993905762,13.32.121.41,Amazon Web Services,1,False,True,cloudfront,True,,,,,,,
va.hub.digital.business.comcast.com,Comcast Business,200,123,va.hub.digital.business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-24T23:59:59Z,CN=hub.digital.business.comcast.com,hub.digital.business.comcast.com,*.va.hub.digital.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8fac0562a8816f9935333ff165e966d9,fcf70cfae10b4bc4f052603d4c7fa2358f72b32f981bcdc0809b01647d60c7f8,ctls,va.hub.digital.business.comcast.com,443,https://va.hub.digital.business.comcast.com:443,https,awselb/2.0,text/html,GET,96.103.62.77,/,-1606834660,96.103.62.35,,1,False,True,,,,,,,,,
va.voice.digital.business.comcast.com,403 Forbidden,403,118,va.voice.digital.business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-05-24T23:59:59Z,CN=voice.digital.business.comcast.com,voice.digital.business.comcast.com,*.va.voice.digital.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,06e4735ca5a3256309ba8147ec19b616,29f4c6b56e334350b4cc5a274c8f4bf8f587b52c2fb9d34abfd8782e6ab11345,ctls,va.voice.digital.business.comcast.com,443,https://va.voice.digital.business.comcast.com:443,https,awselb/2.0,text/html,GET,96.103.62.118,/,1344368402,96.103.62.14,,7,False,True,,,,,,,,,
vaashsbc01sip.comcast.com,,405,,vaashsbc01sip.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-17T23:59:59Z,"CN=vaashsbc01sip.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",vaashsbc01sip.comcast.com,vaashsbc01util.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,bba1c0c8a88b4b3810114544954177b7,872c7e2f59d4773b6452e058070251dbbeec133d7c8e158816aebb15af282021,ctls,vaashsbc01sip.comcast.com,443,https://vaashsbc01sip.comcast.com:443,https,nginx,,GET,96.99.197.6,/,-1840324437,96.99.197.6,Nginx,1,False,,,,,Comcast Corporation,,,,,
validation.gslb2.comcast.com,,403,19,validation.gslb2.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-06T00:00:00Z,2024-06-05T23:59:59Z,"CN=validation.slb.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",validation.slb.comcast.com,validation.slb.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,316b709b4eba118f77fa0c560cd512fb,6c8c84fdeda418f792874697741bf0532ee15ea27d45cf549d7cdc1cbacfbbfe,ctls,validation.gslb2.comcast.com,443,https://validation.gslb2.comcast.com:443,https,BigIP,,GET,96.99.240.101,/,-1827484585,10.146.142.112,F5 BigIP,1,False,,,,,Comcast Corporation,True,,,,
validation.prod.us-west-2.janus.comcast.com,,404,,,,,,,,,,,,,,,,,,,80,http://validation.prod.us-west-2.janus.comcast.com:80,http,istio-envoy,,GET,52.36.98.194,/,-1840324437,2600:1f13:d47:b002:46fb:6893:c970:8db8,,1,False,,,,,,,,,,
validation.slb.comcast.com,,403,19,validation.slb.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-06T00:00:00Z,2024-06-05T23:59:59Z,"CN=validation.slb.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",validation.slb.comcast.com,validation.slb.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,316b709b4eba118f77fa0c560cd512fb,6c8c84fdeda418f792874697741bf0532ee15ea27d45cf549d7cdc1cbacfbbfe,ctls,validation.slb.comcast.com,443,https://validation.slb.comcast.com:443,https,BigIP,,GET,96.99.240.101,/,-1827484585,96.99.240.101,F5 BigIP,1,False,,,,,Comcast Corporation,,,,,
vdm.coe.comcast.com,VOD DATAMART,200,14467,vdm.coe.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-14T00:00:00Z,2024-02-14T23:59:59Z,"CN=vdm.coe.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",vdm.coe.comcast.com,status.vdm.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,17b2fe0d185bbdb87391cba033f14d79,fb6bb59496197254b25b7578b8361e29d0270cb851ff937c2ed3c00d29dd3e7a,ctls,vdm.coe.comcast.com,443,https://vdm.coe.comcast.com:443,https,nginx,text/html,GET,96.115.76.126,/,1756530966,96.115.76.126,Nginx,21,False,,,,,Comcast Corporation,,,,,
vedlite.business.comcast.com,Comcast Business VoiceEdge,200,3408,vedlite.business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-09T23:59:59Z,"CN=vedprod.business.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",vedprod.business.comcast.com,veducdb1-ch2-01p.sys.comcast.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,cbe5addc47a791e5ccdde3660ef97666,0a12d75f27f29cdaf8953f241be563d9a3ded799624cfad050a865ed8454fd3c,ctls,vedlite.business.comcast.com,443,https://vedlite.business.comcast.com:443,https,,text/html,GET,96.103.62.33,/,128112021,96.103.62.33,Node.js,92,False,,,,,Comcast Corporation,,,,,
view.care.comcast.com,Error,200,932,,,,,,,,,,,,,,,,,,80,http://view.care.comcast.com:80,http,,text/html,GET,66.231.91.48,/,1631801191,66.231.91.48,HSTS,28,False,,,,,,,http://view.care.comcast.com/Error.aspx,,,
virtual-assistant-service-prod-va.api-business.comcast.com,,401,26,virtual-assistant-service-prod-va.api-business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-22T23:59:59Z,CN=virtual-assistant-service-prod-va.api-business.comcast.com,virtual-assistant-service-prod-va.api-business.comcast.com,virtual-assistant-service-prod-va.api-business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6b33478bf3a6b5c3b004cecdf1fcd0c4,16181a522018224ca0699d07e61a4bc8bce94f173a84dc23cd321ff793e6d48e,ctls,virtual-assistant-service-prod-va.api-business.comcast.com,443,https://virtual-assistant-service-prod-va.api-business.comcast.com:443,https,,application/json,GET,3.214.138.76,/,478243331,50.17.209.19,,1,False,,,,,,,,,,
virtual-assistant-service-stg-or.np.api-business.comcast.com,,401,26,virtual-assistant-service-stg-or.np.api-business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-05-26T23:59:59Z,CN=virtual-assistant-service-stg-or.np.api-business.comcast.com,virtual-assistant-service-stg-or.np.api-business.comcast.com,virtual-assistant-service-stg-or.np.api-business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,70e93e58b36c3d6642f35391cc261f6f,d2f5beac9b8d9c777b2946f9f9bfb51169e80bef91f5de7667dc3586fca928a5,ctls,virtual-assistant-service-stg-or.np.api-business.comcast.com,443,https://virtual-assistant-service-stg-or.np.api-business.comcast.com:443,https,,application/json,GET,34.208.79.11,/,478243331,34.213.84.250,,1,False,,,,,,,,,,
vms.cable.comcast.com,Sign in to your account,200,51596,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,80,http://vms.cable.comcast.com:80,http,,text/html,GET,96.99.227.255,/,-1731813108,96.99.227.255,HSTS,95,False,,,,,Microsoft Corporation,,https://login.microsoftonline.com/906aefe9-76a7-4f65-b82d-5ec20775d5aa/oauth2/authorize?client_id=0000000c-0000-0000-c000-000000000000&redirect_uri=https%3A%2F%2Faccount.activedirectory.windowsazure.com%2F&response_mode=form_post&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DAQAAAAMAAAAIVGVuYW50SWSrAV9CQkVodGVCa1g3X3RpZ0ttSnZPZC1qUm1jSTFHTzI0eTR4a0VQazFPWlNuTnJfdnV0QmJGLVJFM1NuVEsyZTdwckxXeGU0aVdDYlB6cG1IWVM2RllBR0pIcV9JUjNJMzJIWTdiTjVOM1J4YzdLQkFhcy1pamZZOFlhVlNDT1REdmQ0dHllSmFYbTUtREhmcWhpR3lfTjQ5TDAxRUFBRE5jZjNVRk1HRGtVawkucmVkaXJlY3TvAWh0dHBzOi8vYWNjb3VudC5hY3RpdmVkaXJlY3Rvcnkud2luZG93c2F6dXJlLmNvbS9hcHBsaWNhdGlvbnMvcmVkaXJlY3R0b2FwcGxpY2F0aW9uLmFzcHg_T3BlcmF0aW9uPUxpbmtlZFNpZ25JbiZhcHBsaWNhdGlvbkxpbmtOYW1lPVZNU0JlZWxpbmUmYXBwbGljYXRpb25JZD00Y2ZmYWRkNy0xOWE3LTQwN2YtYTVlNi1kZjEyMjI4YmUyNzEmdGVuYW50SWQ9OTA2YWVmZTktNzZhNy00ZjY1LWI4MmQtNWVjMjA3NzVkNWFhHk9wZW5JZENvbm5lY3QuQ29kZS5SZWRpcmVjdFVyacABVGo5RDVTZWxWYlpPZjZxZkMzRk1LUS1sYkFQZnVDVzE5U1R4dERWazBldnp2TzJ2eWVjbXp5eGZkck9VNTF0Q3l3MDd4d0J3QjRQUVFnaUNIOGRnVWxRR3dvaXVTNWdjaElWQ1pFdndDVTRyUGt1dFBkeGVhbFRaM1A1Y1drbl9MbVlXdGtmbHNjZE9JR0VHYngxSUJoSXJNbER5STJKaHF0VzV1cHkzLVZWWFAzcGxaVkdrWFVPeWJxSkQxNEE5&nonce=1689042938.2-awRKP722lKyFqOnpmtiA&nux=1,,,
vms.comcast.com,Venue Managment System,200,3541,vms.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-12-02T23:59:59Z,CN=vms.comcast.com,vms.comcast.com,vms.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,55f3c3a241c8ab9e14563e345ec27dbd,d9c4c6ae5069b58cbd75e2c65424412e6c77372a6234f69d2fbab3fc2e3db301,ctls,vms.comcast.com,443,https://vms.comcast.com:443,https,,text/html,GET,96.106.12.249,/,-1069938850,96.106.12.210,,1,False,,,,,,,,,,
vocabulary.comcast.com,Welcome to nginx!,200,615,vocabulary.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-16T00:00:00Z,2024-02-16T23:59:59Z,CN=*.semantic-web.at,*.semantic-web.at,semantic-web.at,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",3937e38ff173fc5585d9a9a42ddc928f,8c6da964f8b1ee606739fd06102a94646e666d3a3fd5e46f7285df50bd22af24,ctls,vocabulary.comcast.com,443,https://vocabulary.comcast.com:443,https,nginx,text/html,GET,91.209.89.7,/,1494302000,91.209.89.7,Nginx,24,False,True,,,,,True,,,,
vod-dai-psn.gslb2.comcast.com,,404,19,vod-dai-psn.gslb2.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-10T00:00:00Z,2024-03-09T23:59:59Z,"CN=vod-dai-psn.gslb2.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",vod-dai-psn.gslb2.comcast.com,vod-dai-psn.gslb2.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,caddefde8e24494fecb25b21fbe5c8fa,e23a082abf3b3c36cfc563f2308365783eff7a917aa552710d2c76abae264055,ctls,vod-dai-psn.gslb2.comcast.com,443,https://vod-dai-psn.gslb2.comcast.com:443,https,nginx/1.13.0,text/plain,GET,96.114.124.40,/,-138391155,2001:558:fe21:42:96:114:124:40,Nginx:1.13.0,2,False,,,,,Comcast Corporation,,,,,
voice.digital.business.comcast.com,403 Forbidden,403,118,voice.digital.business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-05-24T23:59:59Z,CN=voice.digital.business.comcast.com,voice.digital.business.comcast.com,*.va.voice.digital.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,06e4735ca5a3256309ba8147ec19b616,29f4c6b56e334350b4cc5a274c8f4bf8f587b52c2fb9d34abfd8782e6ab11345,ctls,voice.digital.business.comcast.com,443,https://voice.digital.business.comcast.com:443,https,awselb/2.0,text/html,GET,96.103.62.14,/,1344368402,96.103.62.90,,7,False,True,,,,,,,,,
voiceedge-app-lb-1p.gslb4.comcast.com,HTTP Status 404 – Not Found,404,431,voiceedge-app-lb-1p.gslb4.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-19T00:00:00Z,2024-01-19T23:59:59Z,"CN=voiceedge-app.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",voiceedge-app.comcast.com,voiceedge-app-sp.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,16b487897173d6ec3e733a677d4cc079,8ab25a7eee7daa7b5023a4dca13067ac6b6ec8b9df682a555b3375ebcbf17088,ctls,voiceedge-app-lb-1p.gslb4.comcast.com,443,https://voiceedge-app-lb-1p.gslb4.comcast.com:443,https,,text/html,GET,96.99.228.200,/,-230353730,96.99.228.200,,1,False,,,,,Comcast Corporation,,,,,
voiceedge-app-lb-po-1p.slb.comcast.com,HTTP Status 404 – Not Found,404,431,voiceedge-app-lb-po-1p.slb.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-19T00:00:00Z,2024-01-19T23:59:59Z,"CN=voiceedge-app.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",voiceedge-app.comcast.com,voiceedge-app-sp.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,16b487897173d6ec3e733a677d4cc079,8ab25a7eee7daa7b5023a4dca13067ac6b6ec8b9df682a555b3375ebcbf17088,ctls,voiceedge-app-lb-po-1p.slb.comcast.com,443,https://voiceedge-app-lb-po-1p.slb.comcast.com:443,https,,text/html,GET,96.99.227.196,/,-230353730,96.99.227.196,,1,False,,,,,Comcast Corporation,True,,,,
voiceedge-app-sp-1p.gslb4.comcast.com,,200,3610,voiceedge-app-sp-1p.gslb4.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-19T00:00:00Z,2024-01-19T23:59:59Z,"CN=voiceedge-app.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",voiceedge-app.comcast.com,voiceedge-app-sp.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,16b487897173d6ec3e733a677d4cc079,8ab25a7eee7daa7b5023a4dca13067ac6b6ec8b9df682a555b3375ebcbf17088,ctls,voiceedge-app-sp-1p.gslb4.comcast.com,443,https://voiceedge-app-sp-1p.gslb4.comcast.com:443,https,BigIP,text/html,GET,96.99.228.199,/,878647854,96.99.228.199,F5 BigIP,99,False,,,,,Comcast Corporation,,https://voiceedge-app-sp-1p.gslb4.comcast.com/my.logout.php3?errorcode=19,,,
voiceedge-app-sp-po-1p.slb.comcast.com,,200,3610,voiceedge-app-sp-po-1p.slb.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-19T00:00:00Z,2024-01-19T23:59:59Z,"CN=voiceedge-app.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",voiceedge-app.comcast.com,voiceedge-app-sp.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,16b487897173d6ec3e733a677d4cc079,8ab25a7eee7daa7b5023a4dca13067ac6b6ec8b9df682a555b3375ebcbf17088,ctls,voiceedge-app-sp-po-1p.slb.comcast.com,443,https://voiceedge-app-sp-po-1p.slb.comcast.com:443,https,BigIP,text/html,GET,96.99.227.197,/,878647854,96.99.227.197,F5 BigIP,99,False,,,,,Comcast Corporation,True,https://voiceedge-app-sp-po-1p.slb.comcast.com/my.logout.php3?errorcode=19,,,
voiceedge-app-sp-wc-1p.slb.comcast.com,,200,3610,voiceedge-app-sp-wc-1p.slb.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-25T00:00:00Z,2023-01-25T23:59:59Z,"CN=voiceedge-app.comcast.com, O=Comcast Corporation, L=Philadelphia, ST=Pennsylvania, C=US",voiceedge-app.comcast.com,voiceedge-app-sp.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d55f11e3657c111b6eeab18bd3584973,0d6be8bd196ffddae7530b5f192be730d2afe7203884b213faf63b662ebba491,ctls,voiceedge-app-sp-wc-1p.slb.comcast.com,443,https://voiceedge-app-sp-wc-1p.slb.comcast.com:443,https,BigIP,text/html,GET,96.99.227.187,/,878647854,96.99.227.187,F5 BigIP,99,False,,,,True,Comcast Corporation,True,https://voiceedge-app-sp-wc-1p.slb.comcast.com/my.logout.php3?errorcode=19,,,
voiceedge-app-sp.comcast.com,,200,3610,voiceedge-app-sp.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-19T00:00:00Z,2024-01-19T23:59:59Z,"CN=voiceedge-app.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",voiceedge-app.comcast.com,voiceedge-app-sp.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,16b487897173d6ec3e733a677d4cc079,8ab25a7eee7daa7b5023a4dca13067ac6b6ec8b9df682a555b3375ebcbf17088,ctls,voiceedge-app-sp.comcast.com,443,https://voiceedge-app-sp.comcast.com:443,https,BigIP,text/html,GET,96.99.228.199,/,878647854,96.99.228.199,F5 BigIP,99,False,,,,,Comcast Corporation,,https://voiceedge-app-sp.comcast.com/my.logout.php3?errorcode=19,,,
voiceedge-app.comcast.com,HTTP Status 404 – Not Found,404,431,voiceedge-app.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-19T00:00:00Z,2024-01-19T23:59:59Z,"CN=voiceedge-app.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",voiceedge-app.comcast.com,voiceedge-app-sp.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,16b487897173d6ec3e733a677d4cc079,8ab25a7eee7daa7b5023a4dca13067ac6b6ec8b9df682a555b3375ebcbf17088,ctls,voiceedge-app.comcast.com,443,https://voiceedge-app.comcast.com:443,https,,text/html,GET,96.99.228.200,/,-230353730,96.99.228.200,,1,False,,,,,Comcast Corporation,,,,,
