new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt,mx,ns,has_internal_ips,internal_ips,caa,ptr
,rabbithole.dc3n.navy.mil,164.190.32.33,,,"ns1.chs.navy.mil, DC2HS_CEDC_HOSTMASTER.navy.mil",NOERROR,,,,,,,,,
,rabbitmq-ac031.acqa.zoomdev.us,"10.31.183.88, 10.31.24.247",,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1420.awsdns-49.org, ns-1889.awsdns-44.co.uk, ns-372.awsdns-46.com, ns-650.awsdns-17.net",True,"10.31.183.88, 10.31.24.247",,
,rabbitmq-ac032.acqa.zoomdev.us,"10.32.138.147, 10.32.14.163",,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.32.138.147, 10.32.14.163",,
,rabbitmq-ac035.acqa.zoomdev.us,"10.35.8.161, 10.35.182.170",,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.35.8.161, 10.35.182.170",,
,rabbitmq-achub073.acqa.zoomdev.us,,,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmq-acls063.acqa.zoomdev.us,"10.63.74.74, 10.63.55.80",,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1420.awsdns-49.org, ns-1889.awsdns-44.co.uk, ns-372.awsdns-46.com, ns-650.awsdns-17.net",True,"10.63.74.74, 10.63.55.80",,
,rabbitmq-aic.mtn1.cci.att.com,,,,"ns0.attdns.com, eiss-dns.att.com",NOERROR,,,,"mx0a-00191d01.pphosted.com, mx0b-00191d01.pphosted.com",,,,,
,rabbitmq-carteiras-digitais-dev.elo.com.br,"172.19.94.183, 172.19.79.150, 172.19.86.180",,internal-k8s-dev-intdevin-e6a3ec8865-1930085994.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1076.awsdns-06.org, ns-127.awsdns-15.com, ns-1722.awsdns-23.co.uk, ns-598.awsdns-10.net",True,"172.19.94.183, 172.19.79.150, 172.19.86.180",,
,rabbitmq-carteiras-digitais-hml.elo.com.br,"172.19.89.236, 172.19.70.233, 172.19.85.101",,internal-k8s-hml-inthmlin-06c2ea747a-1505455189.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"172.19.89.236, 172.19.70.233, 172.19.85.101",,
,rabbitmq-carteiras-digitais-prd.elo.com.br,"10.98.28.153, 10.98.83.179, 10.98.183.100",,internal-k8s-prd-prdinter-f0ebd6ebd4-689805493.sa-east-1.elb.amazonaws.com,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.98.28.153, 10.98.83.179, 10.98.183.100",,
,rabbitmq-coinbase.sandbox.directly.com,"52.0.241.167, 35.168.33.143, 3.224.175.215, 3.232.232.251",,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmq-dev-madapi-dev.apps.prod01.rwa.api.mtn.com,41.186.76.36,,,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,"ns3.mtnbusiness.net, ns1.mtnbusiness.net",,,,
,rabbitmq-emissaolite-dev.elo.com.br,"172.19.37.206, 172.19.38.114, 172.19.36.121",,internal-k8s-dev-intdevin-e6a3ec8865-1336275662.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"172.19.37.206, 172.19.38.114, 172.19.36.121",,
,rabbitmq-emissaolite-prd.elo.com.br,"10.98.174.185, 10.98.32.177, 10.98.100.183",,internal-k8s-prd-prdinter-f0ebd6ebd4-2117146395.sa-east-1.elb.amazonaws.com,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.98.174.185, 10.98.32.177, 10.98.100.183",,
,rabbitmq-example-cluster-mgmt.assessments.indeed.tech,"10.116.163.141, 10.116.32.79, 10.116.99.124",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.163.141, 10.116.32.79, 10.116.99.124",,
,rabbitmq-example-mgmt.assessments.indeed.tech,"10.116.32.79, 10.116.99.124, 10.116.163.141",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.32.79, 10.116.99.124, 10.116.163.141",,
,rabbitmq-example-shovel-mgmt.assessments.indeed.tech,"10.116.163.141, 10.116.32.79, 10.116.99.124",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.163.141, 10.116.32.79, 10.116.99.124",,
,rabbitmq-hml-api.elo.com.br,,,internal-k8s-hml-inthmlin-06c2ea747a-1636574861.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1479.awsdns-56.org, ns-1854.awsdns-39.co.uk, ns-415.awsdns-51.com, ns-513.awsdns-00.net",,,,
,rabbitmq-linkedoffers-dev.elo.com.br,"172.19.76.57, 172.19.86.118, 172.19.90.196",,internal-k8s-dev-intdevin-e6a3ec8865-663283754.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"172.19.76.57, 172.19.86.118, 172.19.90.196",,
,rabbitmq-linkedoffers-hml.elo.com.br,"172.19.93.166, 172.19.65.27, 172.19.82.225",,internal-k8s-hml-inthmlin-06c2ea747a-1036968586.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"172.19.93.166, 172.19.65.27, 172.19.82.225",,
,rabbitmq-test.develop.gymshark.io,,,,"ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmq-tokenization-dev.elo.com.br,,,internal-k8s-dev-intdevin-e6a3ec8865-2056713803.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmq-tokenization-hml.elo.com.br,,,internal-k8s-hml-inthmlin-06c2ea747a-798574125.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmq.ai-lab-aws.eea.europa.eu,54.75.76.191,,,"ns0.eea.europa.eu, helpdesk.eea.europa.eu",NOERROR,,,,,,,,,
,rabbitmq.alasco.de,"52.28.163.41, 18.185.146.204, 18.198.141.16",,rabbitmq-web-console-1424781812.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1326.awsdns-37.org, ns-1689.awsdns-19.co.uk, ns-417.awsdns-52.com, ns-613.awsdns-12.net",,,,
,rabbitmq.api.zynga.com,"44.242.37.104, 52.27.44.23, 34.214.149.87, 54.244.200.153, 52.42.78.225, 54.218.212.249, 52.38.95.150, 34.223.120.124",,api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-200.awsdns-25.com, ns-527.awsdns-01.net, ns-1454.awsdns-53.org, ns-1793.awsdns-32.co.uk",,,,
,rabbitmq.apps.preprod.nga.api.mtn.com,,,,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,zgyqsykzlhr30sxzj3m1m877g5f2gj13,,,,,,
,rabbitmq.apps.prod.nga.api.mtn.com,,,,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,dfcfc1csxjvc2qsl4tl9ml9byf2gqf2l,,,,,,
,rabbitmq.assessments.indeed.tech,"10.116.163.141, 10.116.99.124, 10.116.32.79",,,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.116.163.141, 10.116.99.124, 10.116.32.79",,
,rabbitmq.cloud.tyk.io,"54.210.68.5, 54.88.196.71, 3.208.49.197, 54.210.191.147",,web-ingress-527387518.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmq.dev2aws.eea.europa.eu,52.211.199.223,,dev2awsF03.eea.europa.eu,"ns0.eea.europa.eu, helpdesk.eea.europa.eu",NOERROR,,,,,,,,letsencrypt.org,
,rabbitmq.directly.com,"172.25.5.241, 172.25.2.140",,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"172.25.5.241, 172.25.2.140",,
,rabbitmq.events.dewarmsteweek.be,,,"web0.tickoweb.net, peak.proxy.tickoweb.net","ns1.ethera.be, dns.tigron.net",NOERROR,,,,,,,,,
,rabbitmq.findaya.co.id,10.94.2.16,,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,True,10.94.2.16,,
,rabbitmq.host120.udemy.com,"104.16.226.91, 104.18.160.90","2606:4700::6812:a05a, 2606:4700::6810:e25b",,"anna.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,v=spf1 include:spf-default.udemy.com -all,,,,,,
,rabbitmq.jivosite.com,10.123.5.206,,,"ns1.edgedns.ru, support.edgecenter.ru",NOERROR,,,,,,True,10.123.5.206,,
,rabbitmq.md-in-62.hostgator.in,103.53.43.36,,,"andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,rabbitmq.media.muslimpro.com,142.250.185.115,2a00:1450:4001:80b::2013,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
,rabbitmq.ouigo-acc.sqills.com,"3.69.57.190, 18.158.147.225",,api.ouigo-acc.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1352.awsdns-41.org, ns-2025.awsdns-61.co.uk, ns-300.awsdns-37.com, ns-926.awsdns-51.net",,,,
,rabbitmq.preprod.directly.com,"172.23.3.167, 172.23.1.35, 172.23.4.215",,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"172.23.3.167, 172.23.1.35, 172.23.4.215",,
,rabbitmq.qms.grab.com,52.221.181.34,,,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmq.sandbox.directly.com,"172.23.1.125, 172.23.4.85, 172.23.3.55",,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1105.awsdns-10.org, ns-1903.awsdns-45.co.uk, ns-222.awsdns-27.com, ns-621.awsdns-13.net",True,"172.23.1.125, 172.23.4.85, 172.23.3.55",,
,rabbitmq.sg-dev.seek.com,"104.18.1.110, 104.18.0.110","2606:4700::6812:6e, 2606:4700::6812:16e",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,rabbitmq.stage.directly.com,"172.23.4.232, 172.23.1.187, 172.23.3.67",,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"172.23.4.232, 172.23.1.187, 172.23.3.67",,
,rabbitmq.stage2.bitdiscovery.com,"18.204.193.99, 52.22.131.127",,379d40d7-bd-bdingresspubli-a24d-1970181518.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmq.test.sqills.com,84.241.158.137,,ext-137.vdc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmq.tianma-prd-in.vivo.com,129.227.254.190,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,rabbitmq.uat.qms.grab.com,13.214.132.167,,,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmq.unified.seek.com,"104.18.23.53, 104.18.22.53",,wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,rabbitmq.unilever.com,,,,"dns04.unilever.com, hostmaster.dns04.unilever.com",NOERROR,True,azure,,,,,,,
,rabbitmq3.uat.qms.grab.com,13.214.132.167,,,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmqgui-ac031.acqa.zoomdev.us,"52.89.185.150, 52.34.51.64, 44.235.168.66",,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmqgui-ac032.acqa.zoomdev.us,"18.190.117.182, 3.20.84.3, 3.132.74.245",,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmqgui-ac035.acqa.zoomdev.us,"34.196.174.160, 18.211.38.93, 54.163.228.124",,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmqgui-achub073.acqa.zoomdev.us,"54.214.8.87, 54.201.74.107, 35.165.51.143",,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,rabbitmqgui-acls063.acqa.zoomdev.us,"44.224.238.77, 52.41.145.143, 35.82.121.150",,,"ns-372.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1420.awsdns-49.org, ns-1889.awsdns-44.co.uk, ns-372.awsdns-46.com, ns-650.awsdns-17.net",,,,
,rabbitstage01.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,rabbizdesign.etsy.com,35.190.25.237,,,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,True,google,v=spf1 -all,,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
,rabbu-5311832.hs-sites.com,"104.16.135.186, 104.16.132.186, 104.16.134.186, 104.16.133.186, 104.16.131.186",,,"jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,res.updates.nabbroker.com.au,"13.227.219.35, 13.227.219.42, 13.227.219.129, 13.227.219.99","2600:9000:223f:8200:2:7164:840:93a1, 2600:9000:223f:3a00:2:7164:840:93a1, 2600:9000:223f:6800:2:7164:840:93a1, 2600:9000:223f:8600:2:7164:840:93a1, 2600:9000:223f:f200:2:7164:840:93a1, 2600:9000:223f:4c00:2:7164:840:93a1, 2600:9000:223f:ac00:2:7164:840:93a1, 2600:9000:223f:ec00:2:7164:840:93a1","res.updates.nabbroker.com.au.cname.campaign.adobe.com, d6kyyz80wh4bl.cloudfront.net","ns-1611.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1182.awsdns-19.org, ns-1611.awsdns-09.co.uk, ns-496.awsdns-62.com, ns-996.awsdns-60.net",,,,
,s3c2abb.ssa.gov,137.200.35.131,,,"dns1.ssa.gov, dnsfwadmin.ssa.gov",NOERROR,,,,,,,,,
,s3p-shield-kube-controller-webhook-abbae63.prod.sqills.com,84.241.158.135,,ext-135.vdc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,s3p-shield-kube-controller-webhook-abbae63.test.sqills.com,84.241.158.137,,ext-137.vdc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,s3p-shield-kube-rollouts-webhook-abbae63.ouigo-acc.sqills.com,"3.69.57.190, 18.158.147.225",,api.ouigo-acc.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,s3p-shield-kube-rollouts-webhook-abbae63.prod.sqills.com,84.241.158.135,,ext-135.vdc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,s3p-shield-kube-rollouts-webhook-abbae63.test.sqills.com,84.241.158.137,,ext-137.vdc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,sabbathrestmagazine.quora.com,"162.159.152.17, 162.159.153.247",,quora.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,scrabble.api.zynga.com,"34.223.120.124, 52.42.78.225, 54.69.197.152, 35.81.22.94, 52.37.210.237, 34.215.10.7, 54.244.200.153, 54.244.33.15, 205.251.192.200, 205.251.194.15, 205.251.197.174, 205.251.199.1",2600:9000:5305:ae00::1,api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-200.awsdns-25.com, ns-527.awsdns-01.net, ns-1454.awsdns-53.org, ns-1793.awsdns-32.co.uk",,,,
,scrabble.cloud.tyk.io,"54.210.68.5, 3.208.49.197, 54.210.191.147, 54.88.196.71",,web-ingress-527387518.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,scrabble.media.muslimpro.com,142.250.184.243,2a00:1450:4001:831::2013,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
,scrabble.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,scrabble.press.tomorrowland.com,"172.66.43.104, 172.66.40.152","2606:4700:3108::ac42:2b68, 2606:4700:3108::ac42:2898",customers.prezly.com,"marty.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,"pki.goog, sectigo.com, amazon.com, comodoca.com, letsencrypt.org, mailto:admin@prezly.com, digicert.com, entrust.net, globalsign.com",
,scrabble.sg-dev.seek.com,"104.18.0.110, 104.18.1.110","2606:4700::6812:6e, 2606:4700::6812:16e",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,scrabble.test.sketch.com,"3.217.176.91, 18.214.11.65, 184.73.192.152",,"lb-public.non-prod.sketch.com, public-lb.non-prod.sketch.com","ns-1695.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,scrabble.test.sqills.com,,,ext-137.vdc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,scrabble.testing.pinterest.com,104.75.88.209,,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com, flipm.cdxcn.net, admin.cedexis.com",NOERROR,,,,,,,,,
,scrabble.tianma-prd-in.vivo.com,129.227.254.190,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,scurvyweed-snasty-swabberly.s3.us-west-004.backblazeb2.com,149.137.129.254,,,"dolly.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,sdabb-sit.api-gateway.sit.ls.hereapi.com,"52.50.18.156, 52.214.211.85, 52.49.203.128",,,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/sdabb-sit-1631638048232-sentry",,,,,,
,sdabb.cit.api.here.com,"52.211.174.25, 54.229.155.124, 52.214.215.135",,sdabb-cit.api-gateway.ls.hereapi.com,"ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/sdabb-cit-1630569625572-sentry",,,,,,
,sdabb.sit.api.here.com,"52.49.203.128, 52.214.211.85, 52.50.18.156",,sdabb-sit.api-gateway.sit.ls.hereapi.com,"ns-103.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=borg-dev-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-sit/sdabb-sit-1631638048232-sentry",,,,,,
,sepidrabbit.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,serp-zabbix.erc.monash.edu,172.16.114.47,,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,True,172.16.114.47,,
,shabby.urbanup.com,35.245.144.113,,,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,"dns1.registrar-servers.com, dns2.registrar-servers.com",,,,
,shabbyandswell.etsy.com,35.190.25.237,,,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,True,google,v=spf1 -all,,,,,,
,sjc-jabberc-ext.cisco.com,128.107.86.81,,,"ns1.cisco.com, postmaster.cisco.com",NOERROR,,,,,,,,,
,skyguide.rabbitmq.airmap.com,"52.222.214.10, 52.222.214.89, 52.222.214.11, 52.222.214.76",,d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1467.awsdns-55.org, ns-1944.awsdns-51.co.uk, ns-265.awsdns-33.com, ns-797.awsdns-35.net",,,,
,sprezzaturabbc.etsy.com,35.190.25.237,,,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,True,google,v=spf1 -all,,,,,,
,st2-rabbitmq-eastus2.cloudnet.microsoft.com,40.67.157.231,,,"ns1-01.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,True,azure,,,,,,,
,stage.rabbit.dds.mil,"13.32.121.122, 13.32.121.46, 13.32.121.100, 13.32.121.58","2600:9000:2240:b800:d:d949:6200:93a1, 2600:9000:236e:6c00:d:d949:6200:93a1, 2600:9000:2240:dc00:d:d949:6200:93a1, 2600:9000:2240:5200:d:d949:6200:93a1, 2600:9000:236e:9000:d:d949:6200:93a1, 2600:9000:2240:d200:d:d949:6200:93a1, 2600:9000:236e:c800:d:d949:6200:93a1, 2600:9000:236e:ea00:d:d949:6200:93a1",d3ns2qqsl8k8so.cloudfront.net,"ns-1541.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1245.awsdns-27.org, ns-1541.awsdns-00.co.uk, ns-393.awsdns-49.com, ns-966.awsdns-56.net",,,,
,stage1.rabbitmq.airmap.com,,,d34y1ibktvmnsl.cloudfront.net,"ns-1467.awsdns-55.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
,starfish.rabbitmq.airmap.com,52.154.233.65,,starfish.internal.airmap.com,"ns-86.awsdns-10.com, awsdns-hostmaster.amazon.com",NOERROR,True,azure,,,,,,,
,surabbit.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,t.updates.nabbroker.com.au,"54.252.77.125, 52.64.213.20",,"t.updates.nabbroker.com.au.cname.campaign.adobe.com, nabltd-mid-prod4-eqtou-1809756975.ap-southeast-2.elb.amazonaws.com","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,tabbedout.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,taskrabbit.directly.com,"18.211.92.123, 18.234.20.205, 3.212.49.200, 3.223.62.24",,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,ticketgrabber.cs.redislabs.com,54.208.6.222,,,"ns-798.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1039.awsdns-01.org, ns-1635.awsdns-12.co.uk, ns-385.awsdns-48.com, ns-798.awsdns-35.net",,,,
,tslabbg.expedia.com,,,,"ns-778.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1434.awsdns-51.org, ns-2030.awsdns-61.co.uk, ns-403.awsdns-50.com, ns-778.awsdns-33.net",,,,
,ubabbar.main.quora.com,10.0.10.130,,bamboo.quora.net,"ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.0.10.130,,
,umirabbit.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,upgrade-s3-datawiki-backups-www-test.whiterabbit21.etsy.com,35.190.25.237,,,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,True,google,v=spf1 -all,,,,,,
,uskent1-expwye.jabber.merck.com,155.91.37.160,,,"dbru.br.ns.els-gms.att.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,
,usw2-rabbitmq-spgmb-stage.apple.com,"17.188.23.154, 17.188.23.205, 17.188.23.178",,,"usmsc2-extxfr-001.dns.apple.com, hostmaster.apple.com",NOERROR,,,,,,,,,
,usw2-rabbitmq-spgmb-stage.odoo.com,,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,vrtnodigtuit-downtonabbey.events.dewarmsteweek.be,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,"web0.tickoweb.net, peak.proxy.tickoweb.net","ns1.ethera.be, dns.tigron.net",NOERROR,,,,,,,,,
,vrtnodigtuit-downtonabbey.events.vrt.be,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,"web0.tickoweb.net, peak.proxy.tickoweb.net","ns1.ethera.be, dns.tigron.net",NOERROR,,,,,,,,,
,webadmin-schwabbank.fisglobal.com,156.55.116.224,,scw-prod-admin-nat.fisglobal.com,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,
,webcsr-schwabbank.fisglobal.com,156.55.117.51,,scw-prod-csr-nat.fisglobal.com,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,
,webna-abb.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,whiterabbit21.etsy.com,,,,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,True,google,v=spf1 -all,,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
,worldtherabbits.odoo.com,141.94.74.34,,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,www-123-status-co-uk-21b82842-f305-44d5-bcc8-df11730aabbd.saas.atlassian.com,"13.32.99.53, 13.32.99.93, 13.32.99.10, 13.32.99.79",,,"ns-1208.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
,www.dev.rabbit.dds.mil,,,,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,
,www.nabbroker.com.au,23.2.208.233,,"nabbroker.com.au.edgekey.net, e4963.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,www.stage.rabbit.dds.mil,,,,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,
