input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_expired,webserver,final_url,csp_domains_,tls_wildcard_certificate,tls_mismatched,tls_self_signed
supervisorconnect.it.monash.edu,"Supervisor Connect | PhD, MPhil, and PhD by Practice | Monash University",200,25407,supervisorconnect.it.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-16T00:00:00Z,2023-09-16T23:59:59Z,"CN=supervisorconnect.it.monash.edu, O=Monash University, ST=Victoria, C=AU",supervisorconnect.it.monash.edu,Monash University,www.supervisorconnect.it.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,f5beb4b12a73ebc46ab01ad71acc6b4a,58a58cca28c11e16b275e994667c982e54b6698af3d3504f56872f3bc8684063,ctls,supervisorconnect.it.monash.edu,,443,https://supervisorconnect.it.monash.edu:443,https,text/html,GET,167.99.215.229,/,-390634735,206.189.107.139,Varnish:6.6,582,False,,,,,,,,
supervisorconnect.med.monash.edu,"Supervisor Connect - Medicine, Nursing and Health Sciences - Monash University",200,597718,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,cloudfront,443,https://supervisorconnect.med.monash.edu:443,https,text/html,GET,18.66.122.18,/,-1280846966,18.66.122.99,Squiz Matrix,7892,False,True,,openresty,https://www.monash.edu/medicine/research/supervisorconnect,,,,
support.eng.monash.edu,Security check,403,6622,support.eng.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-12T00:00:00Z,2023-09-12T23:59:59Z,"CN=support.eng.monash.edu, O=Monash University, ST=Victoria, C=AU",support.eng.monash.edu,Monash University,www.support.eng.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,435e1964020683e74a6f1f6e4967f00c,dd4fa5e92a1688826cfad980ea8569480a296c05faf8633ceb945c331d5ffafb,ctls,support.eng.monash.edu,cloudflare,443,https://support.eng.monash.edu:443,https,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,32,False,True,,cloudflare,https://support.eng.monash.edu/hc/en-au,,,,
support.engit.monash.edu,,200,,support.engit.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-07-09T00:08:50Z,2022-07-09T00:18:00Z,"CN=tnt.eng.monash.edu, O=Monash University, L=Clayton, ST=Victoria, C=AU",tnt.eng.monash.edu,Monash University,is-web02-v20.ocio.monash.edu.au,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,d82d8576c4624dce23ce3b7be7b24863,164aa40246cbaef4370a20b60e0f096b371447e7f77a02c9299248e88a1cd85c,ctls,support.engit.monash.edu,cloudfront,443,https://support.engit.monash.edu:443,https,text/html,GET,52.222.236.25,/,-366337701,52.222.236.75,Red Hat,1,False,True,True,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,,,,,
swapme.apps.monash.edu,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,,,80,http://swapme.apps.monash.edu:80,http,text/html,GET,216.239.32.21,/,302920777,216.239.34.21,,12,False,,,ghs,,,,,
t1sccmreporting.monash.edu,Sign in to your account,200,41078,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,azure,443,https://t1sccmreporting.monash.edu:443,https,text/html,GET,13.70.151.195,/,-891997974,13.70.151.195,HSTS,95,False,True,,,https://login.microsoftonline.com/ef7a487a-77ca-410a-803d-e426b62a587f/oauth2/authorize?response_type=code&client_id=e3aa1ed1-122e-48a4-becb-fa3041853ab3&scope=openid&nonce=19145c20-4c36-4450-bd89-80026c9efbba&redirect_uri=https%3a%2f%2ft1sccmreporting.monash.edu%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2ft1sccmreporting.monash.edu%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%2245115cb3-15c6-46dd-8bb0-6742395aba46%22%7d%23EndOfStateParam%23&client-request-id=45115cb3-15c6-46dd-8bb0-6742395aba46,,,,
tcs.monash.edu,,200,43,collect-ap-southeast-2.tealiumiq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-25T00:00:00Z,2024-08-22T23:59:59Z,CN=*.tealiumiq.com,*.tealiumiq.com,,*.tealiumiq.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fe18aefe6e47da5be7b325cc20483b8f,aa16f2527e867ffe6bbb908d811ee5c570f4f68a78f3fa4f3bb2a13ab44247c9,ctls,collect-ap-southeast-2.tealiumiq.com,,443,https://tcs.monash.edu:443,https,image/gif,GET,52.64.120.163,/,-594459653,3.25.1.227,,1,False,,,,https://collect-ap-southeast-2.tealiumiq.com/monash-university/main/2/i.gif,,True,,
tenable.ocio.monash.edu,,200,1179,cloud.tenable.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=*.cloud.tenable.com, O=TENABLE\, INC., L=Columbia, ST=Maryland, C=US",*.cloud.tenable.com,"TENABLE, INC.",cloud.nessus.org,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,deed08dfa33da70b83bf987e4d80f442,24652e4508bb94d1f151796fa13b27ec43e99ff430779d5df0e89155d308af82,ctls,cloud.tenable.com,cloudfront,443,https://tenable.ocio.monash.edu:443,https,text/html,GET,108.138.7.54,/,1629463262,2600:9000:2490:4200:a:2482:13c0:93a1,HSTS,5,False,True,,cloudflare,https://cloud.tenable.com/saml/login/3b50d2a2-490a-4760-959d-66bf05116460,,True,,
test-adm.monash.edu,,200,18,test-adm.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-07-11T23:59:59Z,"CN=webfarm2.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",webfarm2.ocio.monash.edu,Monash University,webq02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e92f731fecea49524c855dc38c23905,1766312bfc642e40935ec4f1cc7f20e0572935fa45af113f8482511004342136,ctls,test-adm.monash.edu,,443,https://test-adm.monash.edu:443,https,text/html,GET,130.194.11.126,/,-521555956,2001:388:608c:88b::7e,HSTS,2,False,,,Apache,,,,True,
test-its.monash.edu,,200,18,test-its.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-07-11T23:59:59Z,"CN=webfarm2.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",webfarm2.ocio.monash.edu,Monash University,webq02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e92f731fecea49524c855dc38c23905,1766312bfc642e40935ec4f1cc7f20e0572935fa45af113f8482511004342136,ctls,test-its.monash.edu,,443,https://test-its.monash.edu:443,https,text/html,GET,130.194.11.126,/,-521555956,2001:388:608c:88b::7e,HSTS,2,False,,,Apache,,,,True,
test.apps.monash.edu,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,,,80,http://test.apps.monash.edu:80,http,text/html,GET,216.239.34.21,/,302920777,2001:4860:4802:34::15,,12,False,,,ghs,,,,,
thesis-examination.apps.monash.edu,Monash University,200,9760,thesis-examination.apps.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-03-11T23:59:59Z,"CN=thesis-examination.apps.monash.edu, O=Monash University, ST=Victoria, C=AU",thesis-examination.apps.monash.edu,Monash University,www.thesis-examination.apps.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c8e7ce8eb11f3a6c6c2175e0657e6b5e,ea865fec60b052fbdf919881af0c13a587a1c53245eef0ddb203609ffd7a03b7,ctls,thesis-examination.apps.monash.edu,incapsula,443,https://thesis-examination.apps.monash.edu:443,https,text/html,GET,45.60.34.202,/,-1862946294,45.60.34.202,Material Design Lite,163,False,True,,Google Frontend,https://thesis-examination.apps.monash.edu/login?redirectUrl=https://thesis-examination.apps.monash.edu/,,,,
thingworx.eng.monash.edu,thingworx PROD,200,468,thingworx.eng.monash.edu,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-02-07T00:00:00Z,2024-02-07T23:59:59Z,"CN=thingworx.eng.monash.edu, O=Monash University, ST=Victoria, C=AU",thingworx.eng.monash.edu,Monash University,eng-web-pt02.mpc.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9a6f5090681c2534041a6a120b64a0d9,8c58864b6f4581436bde8c514220cbd49844e5df26afeb88ffd5209a385589b6,ctls,thingworx.eng.monash.edu,,443,https://thingworx.eng.monash.edu:443,https,text/html,GET,130.194.17.1,/,1611665603,130.194.17.1,HSTS,21,False,,,,,,,,
thrive.monash.edu,Monash Thrive Portal,200,574,thrive.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-24T00:00:00Z,2024-01-24T23:59:59Z,"CN=thrive.monash.edu, O=Monash University, ST=Victoria, C=AU",thrive.monash.edu,Monash University,www.thrive.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2ff355bfa130b6a10fc84a19210bb118,a33ae3a6a9e69bad87975c49d084b1550f19d70ed84a962adf708b1a81f7822a,ctls,thrive.monash.edu,google,443,https://thrive.monash.edu:443,https,text/html,GET,34.129.244.134,/,-2130839555,34.129.244.134,React,1,False,True,,nginx/1.21.6,,,,,
titania.eng.monash.edu,,200,4129,titania.eng.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-06T00:00:00Z,2023-11-06T23:59:59Z,"CN=titania.eng.monash.edu, O=Monash University, ST=Victoria, C=AU",titania.eng.monash.edu,Monash University,titania.eng.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ed3234c6f2aec67fa9945f9d472ef4b1,52485b09d423f524053ab0634d19fb34d11975664cba23d32e3bc6f0188b8a60,ctls,titania.eng.monash.edu,,443,https://titania.eng.monash.edu:443,https,text/html,GET,130.194.20.44,/,-1423238627,130.194.20.44,HSTS,82,False,,,Apache,,titania.eng.monash.edu,,,
tms.monash.edu,IIS Windows Server,200,701,tms.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-28T00:00:00Z,2023-09-28T23:59:59Z,"CN=nis-tms03-v01.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",nis-tms03-v01.ocio.monash.edu,Monash University,tms.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2047249f0a1fbde63fe2a70bfca13aba,680c4dd60b3a99bfa8b81e88bdb2d6d8bcb3f010bde2880a36c4c1abdfc689be,ctls,tms.monash.edu,,443,https://tms.monash.edu:443,https,text/html,GET,130.194.12.203,/,1631801191,2001:388:608c:8b4:250:56ff:feba:39a1,Windows Server,32,False,,,Microsoft-IIS/10.0,,,,,
tnt.eng.monash.edu,,200,1301,tnt.eng.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-07-09T00:08:50Z,2022-07-09T00:18:00Z,"CN=tnt.eng.monash.edu, O=Monash University, L=Clayton, ST=Victoria, C=AU",tnt.eng.monash.edu,Monash University,is-web02-v20.ocio.monash.edu.au,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,d82d8576c4624dce23ce3b7be7b24863,164aa40246cbaef4370a20b60e0f096b371447e7f77a02c9299248e88a1cd85c,ctls,tnt.eng.monash.edu,cloudfront,443,https://tnt.eng.monash.edu:443,https,text/html,GET,52.222.236.25,/,-673060016,52.222.236.75,Amazon Web Services,47,False,True,True,,,,,,
tntdev.eng.monash.edu,,200,1301,tntdev.eng.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-07-09T00:08:50Z,2022-07-09T00:18:00Z,"CN=tnt.eng.monash.edu, O=Monash University, L=Clayton, ST=Victoria, C=AU",tnt.eng.monash.edu,Monash University,is-web02-v20.ocio.monash.edu.au,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,d82d8576c4624dce23ce3b7be7b24863,164aa40246cbaef4370a20b60e0f096b371447e7f77a02c9299248e88a1cd85c,ctls,tntdev.eng.monash.edu,cloudfront,443,https://tntdev.eng.monash.edu:443,https,text/html,GET,52.222.236.25,/,458303578,52.222.236.56,Amazon Web Services,47,False,True,True,,,,,True,
tps.infotech.monash.edu,Faculty of Information Technology: Teaching Preference System,200,2934,tps.infotech.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T00:00:00Z,2024-05-30T23:59:59Z,"CN=tps.infotech.monash.edu, O=Monash University, ST=Victoria, C=AU",tps.infotech.monash.edu,Monash University,tps.infotech.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,7fa7134cc8f3244007557575541fc1f5,559ea3483ead09f7b055c0ed844be78754e3ed0086cf419a59b9aa069e30ae05,ctls,tps.infotech.monash.edu,cloudfront,443,https://tps.infotech.monash.edu:443,https,text/html,GET,108.138.17.17,/,1475252502,108.138.17.32,Red Hat,80,False,True,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/7.4.33,https://tps.infotech.monash.edu/login,,,,
training.eassessment.monash.edu,Monash University - Sign In,200,20657,monashuni.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,ctls,monashuni.okta.com,,443,https://training.eassessment.monash.edu:443,https,text/html,GET,54.252.82.196,/,-70653911,13.239.52.135,Nginx,493,False,,,nginx,https://monashuni.okta.com/login/login.htm?fromURI=%2Fapp%2Fmonashuniversity_eassessmenttraining_1%2Fexk5a7eon0bFgOTe42p7%2Fsso%2Fsaml%3FSAMLRequest%3DnVLNbtswDH4VQ3dbju04jZAEyBoUC9CtQZPtsEtAy3Qj1JY0Ue7at59it2h2WAfsJlD8%252FkguCLrWinXvT%252Foef%252FZIPnruWk1i%252BFiy3mlhgBQJDR2S8FLs119uRZakwjrjjTQtu4B8jAAidF4ZzaLtZsmOVVk1eSGxqdJ0mjcFlFdQ1HKWleV8nk%252BvijqbNzIvc8mi7%252BgoIJcsEAU4UY9bTR60D6U0y%252BN0FmflIS1EPhVp%252FoNFm5BGafAD6uS9JcF5ZzTQqdcqMY8eEmk6Dta%252Bl5%252FOMv7liGevRB1q7x0orfTDccLx%252BXEKMzQ6rW4e7g5YZHbGiQw%252FZ2fR%252Bi3ftdHUd%252Bj26J6UxG%252F3t%252B8O3uiSC4lk1E%252Bw7jmEZQx8GSc7PmKQlNiT%252FReWRbvXnXxSug59H6%252BjGptIfD4cdvHubn9gq8VZUAzjdav%252Fs9yhhxrCcIPjBb%252FkW4zn9jU42W52plXyJboxrgP%252Fd6OTZDJUVB03Q6voNVmUqlFYh5G3rfl17RA8Lpl3PTK%252BGkX%252FPOvVbw%253D%253D%26RelayState%3Dhttps%253A%252F%252Ftraining.eassessment.monash.edu%252F%26SigAlg%3Dhttp%253A%252F%252Fwww.w3.org%252F2001%252F04%252Fxmldsig-more%2523rsa-sha256%26Signature%3DM9Lr7UUkrkRniNibZr0R9iP2CSd9ytlxk7TDlLaXF0WHfIcQJwqZCwKgYX0XEQkDz1MQcUSWvrPI7WkoojJwqQFJelqkHkShDhIcY7ndwl6GdSDx2BSQLzmuyxitPvVX9np0zg%252FO%252F9MfdAEbD0m8WkPgH7eJT7FGGQeIcvPdoEkTgePLiinFtLBj5oM1MXIaRe%252BL7oFflIKIa63jAwyMuargOcwaqbABidmt%252BaRxFIagOTgrECLBWViDxQlBhmwD2sluVaaVKhRMwvWK6utS7hOPWq9CRHsI%252BxMIsbcvyKQYUePywjQuje5jSzT30Cd9Upy9LjvhOIJPglQZaHwCBQ%253D%253D,pendo-static-5391521872216064.storage.googleapis.com,True,,
tram.monash.edu,TRAM - Monash,200,6592,tram.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=tram.monash.edu, O=Monash University, ST=Victoria, C=AU",tram.monash.edu,Monash University,tram.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,67440b1726d97732fc32880d971ea738,0e59bc83e890f8594eba7c112dae9d005e7cff4ed49478d6e0bc5c4327e35cef,ctls,tram.monash.edu,,443,https://tram.monash.edu:443,https,text/html,GET,130.194.20.136,/,1892410049,130.194.20.136,,77,False,,,,https://tram.monash.edu/login,,,,
ttp.lib.monash.edu,Turning the Pages™ - Monash University,200,27437,ttp.lib.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=ttp.lib.monash.edu, O=Monash University, ST=Victoria, C=AU",ttp.lib.monash.edu,Monash University,ttp.lib.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3bffd81c485c4aefe82f5e68540ca013,09c10f9b1cbaf4e0f693c2bcb078d6a76fe804b5c1feb90d38a8a6ca2adccc0e,ctls,ttp.lib.monash.edu,,443,https://ttp.lib.monash.edu:443,https,text/html,GET,130.194.20.225,/,1631801191,130.194.20.225,Windows Server,522,False,,,Microsoft-IIS/10.0,,,,,
tvs.monash.edu,,200,2,visitor-service.tealiumiq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-26T00:00:00Z,2024-08-23T23:59:59Z,CN=*.tealiumiq.com,*.tealiumiq.com,,*.tealiumiq.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b055a969b301d34283ebe41b38090133,022ef6a1a6d8ea734c9d2f19a690adbad4dcb39bf4e20375bfd909833b33083c,ctls,visitor-service.tealiumiq.com,,443,https://tvs.monash.edu:443,https,application/json,GET,52.64.120.163,/,-1206076886,3.25.1.227,HSTS,1,False,,,,https://visitor-service.tealiumiq.com/monash-university/main/017aadee72740016a1a8bfd389900004e004600d00c34,,True,,
uat-portal.msa.monash.edu,Microsoft Azure Web App - Error 404,404,2667,uat-portal.msa.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T03:05:55Z,2024-03-04T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,Microsoft Corporation,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,34e8bb57e6dfaa5c2aa7153ca66267a8,5a3902ccc4b77e83d8334c36f36b280ba75f4bad0bdd844ce57816586fd07609,ctls,uat-portal.msa.monash.edu,azure,443,https://uat-portal.msa.monash.edu:443,https,text/html,GET,52.255.54.134,/,387302845,52.255.54.134,,87,False,True,,,,,True,True,
uat.mydispense.monash.edu,Home - MyDispense,200,1776,aus.uat.mydispense.site,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-18T03:45:15Z,2023-10-16T03:45:14Z,CN=aus.uat.mydispense.site,aus.uat.mydispense.site,,aus.uat.mydispense.site,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5ba10606d324fdbae4efe66b6f2e4292,23434622ff5afc486de6ce8eabefa9570479e16c241f4d5c5c03ccea23cb717e,ctls,aus.uat.mydispense.site,,443,https://uat.mydispense.monash.edu:443,https,text/html,GET,111.67.17.236,/,140797983,111.67.17.236,Nginx,13,False,,,nginx,https://aus.uat.mydispense.site/,,,,
ugrad.med.monash.edu,"Undergraduate Study - Medicine, Nursing and Health Sciences",200,616813,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,,443,https://ugrad.med.monash.edu:443,https,text/html,GET,185.64.253.1,/,-815304048,185.64.253.1,Squiz Matrix,7803,False,,,openresty,https://www.monash.edu/medicine/study/future-students/undergraduate-study,,,,
ultraseek.its.monash.edu,Search - Monash University,200,844658,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,,443,https://ultraseek.its.monash.edu:443,https,text/html,GET,130.194.11.126,/,-1240055420,2001:388:608c:88b::7e,Squiz Matrix,9285,False,,,openresty,https://www.monash.edu/search,,,,
umlt.infotech.monash.edu,umlt.infotech.monash.edu – User Modeling and Language Technology at Monash University,200,97815,umlt.infotech.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T00:00:00Z,2024-06-18T23:59:59Z,"CN=umlt.monash.edu, O=Monash University, ST=Victoria, C=AU",umlt.monash.edu,Monash University,umlt.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,bec21c89184f6dd82e62912ed8a04236,8ef783a7fbc8298ab4b1f916b4c4dcf39953ec11ea4f55dfabf270769289bad3,ctls,umlt.infotech.monash.edu,cloudfront,443,https://umlt.infotech.monash.edu:443,https,text/html,GET,143.204.215.32,/,-366337701,143.204.215.2,WordPress:6.1.3,947,False,True,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/7.4.33,,,,,
