new,host,a,aaaa,soa,status_code,mx,ns,cname,has_internal_ips,internal_ips,cdn,cdn-name,caa,txt
,smetrics.telenet.be,"63.140.36.139, 63.140.36.138, 63.140.36.104, 63.140.36.14, 63.140.36.101, 63.140.36.130, 63.140.36.121, 63.140.36.148, 63.140.36.197, 63.140.36.117",,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,"smetrics.prd.telenet.be, telenet.be.ssl.sc.omtrdc.net",,,,,,
,sms.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,smtp-int-out.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,smtp-relay.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,smtp.9lives.be,188.93.85.0,,"ns1.itaf.eu, support.itaf.eu",NOERROR,,,zimbra-store.xenco.net,,,,,,
,smtp.comm.telenet.be,213.224.154.129,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,smtp.staff.telenet.be,"212.123.14.83, 212.123.14.82",,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,smtp.telenet.be,"195.130.132.10, 195.130.132.11","2a02:1800:100:4::100:1, 2a02:1800:100:4::100:2","ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,smtp3.staff.telenet.be,212.123.14.84,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,smtp4.staff.telenet.be,212.123.14.85,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,smtp5.staff.telenet.be,212.123.14.91,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,v=spf1 a -all
,smtp6.staff.telenet.be,212.123.14.92,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,v=spf1 a -all
,snap.telenet.be,195.130.131.32,2a02:1800:100:17::32,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,sofy-prod.awscloud.external.telenet.be,,,"ns-1967.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-830.awsdns-39.net, ns-1358.awsdns-41.org, ns-1967.awsdns-53.co.uk, ns-332.awsdns-41.com",,,,,,amazontrust.com,
,sofy-stage.awscloud.external.telenet.be,,,"ns-877.awsdns-45.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1204.awsdns-22.org, ns-1824.awsdns-36.co.uk, ns-296.awsdns-37.com, ns-877.awsdns-45.net",,,,,,amazontrust.com,
,speed.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,speedtest.dvp.telenet.be,213.224.233.3,2a02:1800:1e0:6003::f,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.dvp.telenet.be,,,,,,
,speedtest.edp.telenet.be,213.224.233.2,2a02:1800:1e0:6003::8,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.edp.telenet.be,,,,,,
,speedtest.int.telenet.be,213.224.233.5,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.int.telenet.be,,,,,,
,speedtest.prd.telenet.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.prd.telenet.be,,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,speedtest.sup.telenet.be,213.224.233.4,2a02:1800:1e0:6003::16,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.sup.telenet.be,,,,,,
,speedtest.telenet.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"speedtest.prd.telenet.be, adccusvip.prd.telenet.be",,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,speedtest2.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,speedtest3.telenet.be,"195.130.144.16, 195.130.144.15",,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,spike.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,splk-hf-aws-01.cloud.telenet.be,3.127.41.38,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,splk-hf-lb.cloud.telenet.be,"3.124.42.147, 52.29.82.42",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,splunk-hf-lb-3298467.eu-central-1.elb.amazonaws.com,,,,,,
,sportzomer.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,spotify.base.be,,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,base-0007-prod.novemberfive.co,,,,,,
,srv.dvp.telenet.be,195.162.204.168,2a02:1800:1e1:6002::e,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,srvvip.dvp.telenet.be,,,,,,
,sso.dvp.telenet.be,195.162.204.91,2a02:1800:1e1:6001::2,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,jbscrtvip.dvp.telenet.be,,,,,,
,sso.edp.telenet.be,195.162.204.92,2a02:1800:1e1:6001::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,jbscrtvip.edp.telenet.be,,,,,,
,sso.int.telenet.be,195.162.204.82,2a02:1800:1e1:6001::4,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,jbscrtvip.int.telenet.be,,,,,,
,sso.uat.telenet.be,195.162.204.84,2a02:1800:1e1:6001::5,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,jbscrtvip.uat.telenet.be,,,,,,
,staff.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,staging.create.iot.telenet.be,,,"ns1-02.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,"ns4-02.azure-dns.info, ns1-02.azure-dns.com, ns2-02.azure-dns.net, ns3-02.azure-dns.org",,,,,,,
,staging.telenet.be,195.130.144.14,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,staging.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,static-a.dvp.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",vrnmctvip.dvp.telenet.be,,,,,,
,static-a.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.edp.telenet.be,,,,,,
,static-a.int.telenet.be,195.162.204.155,2a02:1800:1e1:6002::4,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.int.telenet.be,,,,,,
,static-a.lat.telenet.be,195.162.204.153,2a02:1800:1e1:6002::6,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.lat.telenet.be,,,,,,
,static-a.prd.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",vrnmctvip.prd.telenet.be,,,,,,
,static-a.trg.telenet.be,195.162.204.151,2a02:1800:1e1:6002::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.trg.telenet.be,,,,,,
,static-a.uat.telenet.be,195.162.204.152,2a02:1800:1e1:6002::5,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.uat.telenet.be,,,,,,
,static-b.dvp.telenet.be,,2a02:1800:1e1:6002::2,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",vrnmctvip.dvp.telenet.be,,,,,,
,static-b.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.edp.telenet.be,,,,,,
,static-b.sup.telenet.be,195.162.204.154,2a02:1800:1e1:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.sup.telenet.be,,,,,,
,static-b.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"static.prd.telenet.be, vrnmctvip.prd.telenet.be",,,,,,
,static-b.trg.telenet.be,195.162.204.151,2a02:1800:1e1:6002::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.trg.telenet.be,,,,,,
,static-c.dvp.telenet.be,195.162.204.157,2a02:1800:1e1:6002::2,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.dvp.telenet.be,,,,,,
,static-c.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.edp.telenet.be,,,,,,
,static-c.prd.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.prd.telenet.be,,,,,,
,static-c.telenet.be,195.162.197.137,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be","static.prd.telenet.be, vrnmctvip.prd.telenet.be",,,,,,
,static-c.trg.telenet.be,195.162.204.151,2a02:1800:1e1:6002::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.trg.telenet.be,,,,,,
,static-c.uat.telenet.be,195.162.204.152,2a02:1800:1e1:6002::5,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.uat.telenet.be,,,,,,
,static-d.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.edp.telenet.be,,,,,,
,static-d.int.telenet.be,195.162.204.155,2a02:1800:1e1:6002::4,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.int.telenet.be,,,,,,
,static-d.lat.telenet.be,195.162.204.153,2a02:1800:1e1:6002::6,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.lat.telenet.be,,,,,,
,static-d.prd.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.prd.telenet.be,,,,,,
,static-d.sup.telenet.be,195.162.204.154,2a02:1800:1e1:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.sup.telenet.be,,,,,,
,static-d.uat.telenet.be,195.162.204.152,2a02:1800:1e1:6002::5,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.uat.telenet.be,,,,,,
,static.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.edp.telenet.be,,,,,,
,static.int.telenet.be,195.162.204.155,2a02:1800:1e1:6002::4,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.int.telenet.be,,,,,,
,static.sup.telenet.be,195.162.204.154,2a02:1800:1e1:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.sup.telenet.be,,,,,,
,static.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,static.trg.telenet.be,195.162.204.151,2a02:1800:1e1:6002::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.trg.telenet.be,,,,,,
,static.uat.telenet.be,195.162.204.152,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",vrnmctvip.uat.telenet.be,,,,,,
,static.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,status.telenet.be,195.130.131.248,2a02:1800:100:6::8:1,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,status.prd.telenet-ops.be,,,,,,
,stb.apigateway.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,stbm.sipadan.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,stbm.sipadan.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,stbm.sipadan.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,stg.base.be,,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,
,stimulusreporting.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,storage.lab.digitalsecurity.telenet.be,,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d1ysmd7d6ore3b.cloudfront.net,,,,,,
,storage.prd.digitalsecurity.telenet.be,"52.85.151.68, 52.85.151.31, 52.85.151.29, 52.85.151.64, 205.251.192.50, 205.251.195.218, 205.251.196.168, 205.251.198.137","2600:9000:201e:400:1e:ea49:dc80:93a1, 2600:9000:201e:ca00:1e:ea49:dc80:93a1, 2600:9000:201e:a800:1e:ea49:dc80:93a1, 2600:9000:201e:5000:1e:ea49:dc80:93a1, 2600:9000:201e:6800:1e:ea49:dc80:93a1, 2600:9000:201e:f000:1e:ea49:dc80:93a1, 2600:9000:201e:9400:1e:ea49:dc80:93a1, 2600:9000:201e:c400:1e:ea49:dc80:93a1","ns-1673.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-986.awsdns-59.net, ns-50.awsdns-06.com, ns-1673.awsdns-17.co.uk, ns-1192.awsdns-21.org",deqao84xlonsi.cloudfront.net,,,True,cloudfront,,
,sudoku.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,sup.base.be,,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,
,sup.connect.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,sup.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,sup.tv.telenet.be,213.224.234.23,2a02:1800:1e0:40c1::6:16b5,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,support.voiceweb.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,support.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,supportvpn.telenet.be,195.130.131.32,2a02:1800:100:17::32,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,survey.base.be,,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,
,survey.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,mail.medallia.com,,,,,,,,v=spf1 mx a:brcast.medallia.eu a:mail.medallia.com ip4:199.102.176.0/22 ~all
,symposium.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,systemprivatepostmandatabase.beta.eff.org,173.239.79.206,,"ns1.eff.org, hostmaster.eff.org",NOERROR,,,pub.365m.eff.org,,,,,,v=spf1 a -all
,tadaam.base.be,"3.126.202.50, 3.69.136.55",,"ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-748.awsdns-29.net, ns-1465.awsdns-55.org, ns-1575.awsdns-04.co.uk, ns-362.awsdns-45.com","9dae25b7818e491688018c1c28d9c337.unbouncepages.com, unbouncepages.com",,,,,"amazon.com, comodoca.com, globalsign.com, letsencrypt.org",google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs
,talks.telenet.be,"172.66.43.104, 172.66.40.152","2606:4700:3108::ac42:2898, 2606:4700:3108::ac42:2b68","marty.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,customers.prezly.com,,,True,cloudflare,"globalsign.com, pki.goog, amazon.com, sectigo.com, mailto:admin@prezly.com, letsencrypt.org, entrust.net, comodoca.com, digicert.com",
,tapijtendokter.be.apache52.cloud.telenet.be,85.255.199.142,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,target.base.be,"52.42.151.245, 44.237.217.210, 18.236.22.169, 44.241.191.58, 35.83.203.155, 34.214.131.239, 35.162.65.97, 52.10.169.83",,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,"target.prd.base.be, libertyglobalpaneu.tt.omtrdc.net, mboxedge35.tt.omtrdc.net, mboxedge35-alb.tt.omtrdc.net",,,,,,"heritage=external-dns,external-dns/owner=edge35-external-dns,external-dns/resource=ingress/ingress-nginx/alb-default"
,target.prd.telenet.be,"52.48.71.111, 54.77.106.194, 52.49.153.147, 52.17.38.186, 52.213.247.32, 52.48.197.14, 52.209.226.252, 54.228.15.58",,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,"libertyglobalpaneu.tt.omtrdc.net, mboxedge37.tt.omtrdc.net, mboxedge37-alb.tt.omtrdc.net",,,,,,"heritage=external-dns,external-dns/owner=edge37-external-dns,external-dns/resource=ingress/ingress-nginx/alb-default"
,tdd-engineering.be.web.cloud.telenet.be,185.35.53.8,2a01:498:8501:40b0::11:30,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,teamspirit2.telenet.be,"195.130.131.38, 195.130.131.39",,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,"webcontent.prod.telenet-ops.be, webcontent.prd.telenet-ops.be",,,,,,
,telegate.dvp.telenet.be,213.224.233.3,2a02:1800:1e0:6003::f,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.dvp.telenet.be,,,,,,
,telegate.edp.telenet.be,213.224.233.2,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.edp.telenet.be,,,,,,
,telegate.int.telenet.be,213.224.233.5,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.int.telenet.be,,,,,,
,telegate.lat.telenet.be,213.224.233.161,2a02:1800:1e0:6001::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.lat.telenet.be,,,,,,
,telegate.prd.telenet.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.prd.telenet.be,,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,telegate.sup.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",adccusvip.sup.telenet.be,,,,,,
,telegate.trg.telenet.be,213.224.233.193,2a02:1800:1e0:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.trg.telenet.be,,,,,,
,telegate.uat.telenet.be,213.224.233.129,2a02:1800:1e0:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.uat.telenet.be,,,,,,
,telemeter.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,telenet-business.frictionless-selfcare-dev.awscloud.external.telenet.be,"18.196.78.109, 35.157.146.210",,"ns-340.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,telenet.be,"195.130.131.38, 195.130.131.39",,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be","ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,globalsign.com,"google-site-verification=PU0IjluuGSV9LDTKUOgS5L5spNn3w3eieGwt-9qqk_0, MrF4w1oPuScUdlzGHe1sbiXAFVARQJ+kIj+AsxuKJCM=, v=spf1 redirect=_spf.telenet-ops.be"
,telenetbealert.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,telenetbealert.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,telenethotspot.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.edp.telenet.be,,,,,,
,telenethotspot.int.telenet.be,195.162.204.155,2a02:1800:1e1:6002::4,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.int.telenet.be,,,,,,
,telenethotspot.prd.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.prd.telenet.be,,,,,,
,telenethotspot.sup.telenet.be,195.162.204.154,2a02:1800:1e1:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.sup.telenet.be,,,,,,
,telenethotspot.uat.telenet.be,195.162.204.152,2a02:1800:1e1:6002::5,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.uat.telenet.be,,,,,,
,telesenior.telenet.be,195.130.131.32,2a02:1800:100:17::32,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,televisie.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,telex.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,tep.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,tess.services.telenet.be,195.130.147.38,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,tess.servicesint.telenet.be,195.130.147.7,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,testrail.devtools.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,tf-test.awscloud.external.telenet.be,,,"ns-857.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,tf-test2.awscloud.external.telenet.be,,,"ns-857.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,tf-test3.awscloud.external.telenet.be,,,"ns-857.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,tf-test4.awscloud.external.telenet.be,,,"ns-857.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,thekittencovers-ns1.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,thinktank.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,thomaskna.yelo.be,,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,thot.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,ticket.basecloud.base.be,,,,NOERROR,,,base-ticket.f-secure.akadns.net,,,,,,
,tim.edp.connect.telenet.be,195.130.147.103,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.edp.connect.telenet.be, apawgdvip.edp.connect.telenet.be",,,,,,
,tim.lat.connect.telenet.be,195.130.147.99,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.lat.connect.telenet.be, apawgdvip.lat.connect.telenet.be",,,,,,
,tim.prd.connect.telenet.be,212.123.29.184,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.prd.connect.telenet.be, apawgdvip.prd.connect.telenet.be",,,,,,
,tim.rel.connect.telenet.be,212.123.29.168,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.rel.connect.telenet.be, apawgdvip.rel.connect.telenet.be",,,,,,
,tim.sup.connect.telenet.be,195.130.147.101,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.sup.connect.telenet.be, apawgdvip.sup.connect.telenet.be",,,,,,
,tim.uat.connect.telenet.be,195.130.147.98,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.uat.connect.telenet.be, apawgdvip.uat.connect.telenet.be",,,,,,
,tim.voiceweb.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,tim.voiceweb.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
