input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,cdn_name,cdn,tls_self_signed,tls_expired,csp_domains_,final_url
suppliers-acc.bcc.nl,Sign in to your account,200,208848,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://suppliers-acc.bcc.nl:80,http,,text/html,GET,52.166.119.99,/,-1840324437,52.166.119.99,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=fa5d37e5-c56e-4c22-8ba5-ce795116654e&redirect_uri=https%3A%2F%2Fsuppliers-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396483975597.Y2IxZmIwMTktMjliNy00NDNjLThiY2EtYmQwYmQwZWM5ODUwN2VjNTdhNjItOGNlNy00YTk1LTg2OGItYmFlMzY1YWVkYTU3&state=CfDJ8OA2kkDctC1FtD7Y0H58nK47gUGZjXjS7ZCoVJPo1sCBR11YtGtUgpnVU-1gdyzzSDcPErLojggi5MmKSEKHobN2w5Go-MKfY4tOEG9Ow6T6Acq65PUwUfu-_g_u1GWgi7Xm9-Mz1KgtoNLm3gmTwvnXMRHy8mr6_Jo6s6mInhahjQC26QKBUTKeMbQ9dLqgP6ToCf2CfYNEGasrBMrwKCYQSr9f3nG8g9MCtNCFFZe8G28_g9RM086_VH2fyWrhu4U5OsDZFazv0cffyC5ApDjP37AKqyK898Hh32vJvjbd0fBZMudtOSFVeZg9pZ2rBw&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
suppliers-test.bcc.nl,Sign in to your account,200,205187,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://suppliers-test.bcc.nl:80,http,,text/html,GET,40.118.100.127,/,-1840324437,40.118.100.127,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=2fb5fa80-c892-471b-99b0-bf4c8948f376&redirect_uri=https%3A%2F%2Fsuppliers-test.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396484017619.YTM1YzVlZTgtZWI5ZS00YTBhLWIyNjYtNDZmZjExYjI2ZTFmODg2ZmJiMGEtNTNiZi00NjdiLThjNTItNzFiMzA5ODM2OTIx&state=CfDJ8NfEwzwbA49FkVuLm0GkGBXQNFVUPBAk8B9eWempxmLpjaoIURhs2td14k4CqlWO-hdESpU1HkDH3FkMnmQB7BrlQp8sfiM0_I4G4UiJlcZAQTCfiKHBbt98bhG2ka9PpQlAsgFdD7x-pyQuwjS7HkUWCw4Om4m8c4BjQEHrczlI7gF1AKF4gFR0DwsLgSPhcr7sXBHEbbuYgvlXivvNMSYjvVrtNpn_jQAbOsidQgMi-emlwq-I4ccyX2eaCiVtbll80ZGYCIz0-4aXsQilr4PYvPTEryCJ67Mdk-rHWyuXJ7y8MrpS_Fx510SrtJV8Uw&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
suppliers.bcc.nl,Sign in to your account,200,206810,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://suppliers.bcc.nl:80,http,,text/html,GET,52.178.114.226,/,-1840324437,52.178.114.226,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=05c32c08-33cc-4d2c-afa6-856efff44c49&redirect_uri=https%3A%2F%2Fsuppliers.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396484070988.OGFmODQyNjgtNTEzZC00YTViLTk0NjItZDMwYzU5NTQ2NWIyYThiNDA0OGYtNTBmZS00NjZjLWJhZDItMDc2YWRmMTliMDFk&state=CfDJ8CXIfJIyoMhLvsuoom1l5JWUzpti3XqZRVdNTcdwZ1Cmuu8LgF8pUAn-0nrbxZHfHKdOmd6XxA6Xxy_GDXQt7Uf26aint9xXoO332T4KpewLRfn7PFs9wmz5SagghE5oTGdikeH55PBLrr8KZ8-P28jCo1P_qoF1tm68IxwQICHuTGXwKbfFjsl3SbnGwivNogJp95_JL8FZAtFiRm3J58jpziAnV0wADTwzHPz2h4yDgW_AIjXko2uMEJXWnhLdCXlGujCTziKmY7oSJAlE7tgn0glmVIc2lFOj_IkvdAxeRMPtzqouc5YpfoPphfJBnw&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
syd05-prd-ocpstr-01b.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://syd05-prd-ocpstr-01b.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.98,Vercel,4,False,,,,,,,,,
tagmanager.bcc.nl,,400,,tagmanager.bcc.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T02:43:59Z,2023-07-05T03:30:08Z,CN=tagmanager.bcc.nl,tagmanager.bcc.nl,tagmanager.bcc.nl,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,3636f73ce7504402c6b3db8366eb70f8,285f9741912bfb3f4ae2b4c5631b702e7c9b11eef6f295eb943ea8f44ce3c0b2,ctls,tagmanager.bcc.nl,443,https://tagmanager.bcc.nl:443,https,Google Frontend,text/html,GET,216.239.34.21,/,-1840324437,2001:4860:4802:36::15,Google Cloud Trace,1,False,,,,,,,,,
tagmanager.www-acc.bcc.nl,,400,,tagmanager.www-acc.bcc.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T23:13:37Z,2023-08-06T23:59:46Z,CN=tagmanager.www-acc.bcc.nl,tagmanager.www-acc.bcc.nl,tagmanager.www-acc.bcc.nl,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,4a59bb11d5314f0ac7c30512b6db29c3,633d01f60e791e342b4b6d57db157ededae1bd8c58ba88a710983bacc5c05707,ctls,tagmanager.www-acc.bcc.nl,443,https://tagmanager.www-acc.bcc.nl:443,https,Google Frontend,text/html,GET,216.239.32.21,/,-1840324437,2001:4860:4802:32::15,Google Cloud Trace,1,False,,,,,,,,,
techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.98,/,1307429962,76.76.21.142,Vercel,4,False,,,,,,,,,
template.bcc.nl,Sign in to your account,200,206972,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://template.bcc.nl:80,http,,text/html,GET,52.178.114.226,/,-1840324437,52.178.114.226,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=bbb42594-aa91-49bc-8ef9-7180976f2d49&redirect_uri=https%3A%2F%2Ftemplate.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396484068955.MDlmN2I1ZWYtOTJjZC00YWEwLTgyMjYtMmFmZjRhNDMyZDk4NjIxNWMwYzUtYTU1MS00NTVhLThmY2ItNGU4ODQzMTA5YmQ1&state=CfDJ8E_9ZzQg6oBIuipPEp-BAFEux5LLNj3OUbVMYDGA2ziodhgqNup78y8BU7V78CaMNRCabf3iSIC2zWQuzBJP_Gf9OjkbJ89FQP83KTpzkbxMucsTLDJQuDGv6qftJK0docnn0NdBF10HmwRAThq-ika5a84T_7HRE9x75Srg2vktI7jDGTNoR0IR1AGTxJh21lX_TSNJgL34W4MPX0HVjfH184cCqn47hr_OMfUBz1h9mtOVn2PcVJDkIZpRco69UiSarDPFM7XvgydSf-hEwEdDu4ltP4XMyOy66K0ZgGNsi5FT3B1aebZInbdM3MNE7w&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
test-images.bcc.nl,,400,207,test-images.bcc.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-25T07:46:05Z,2024-03-25T07:46:05Z,CN=*.blob.core.windows.net,*.blob.core.windows.net,*.z50.blob.storage.azure.net,"CN=Microsoft RSA TLS CA 01, O=Microsoft Corporation, C=US",Microsoft RSA TLS CA 01,Microsoft Corporation,a0063c5c4728c91f7199f95bea9cf01a,3f185b47b8d98cfc14da73e73df5cf4e5f87ffc6aec8580285e7034409077f90,ctls,test-images.bcc.nl,443,https://test-images.bcc.nl:443,https,Windows-Azure-Blob/1.0 Microsoft-HTTPAPI/2.0,application/xml,GET,20.38.109.4,/,95124789,20.38.109.4,Microsoft HTTPAPI:2.0,4,False,,True,True,azure,True,,,,
test-procurement-invoices.bcc.nl,Your Azure Function App is up and running.,200,150093,test-procurement-invoices.bcc.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-03-30T00:00:00Z,2023-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Schiphol-Rijk, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,fee2db67588b62173c08f1025a6ac50e,4b27558147dc2ad4a982a8c301820ff6f15342ac4f0ccef36735a569694f5644,ctls,test-procurement-invoices.bcc.nl,443,https://test-procurement-invoices.bcc.nl:443,https,,text/html,GET,40.118.100.127,/,-1840324437,40.118.100.127,,300,False,BCC (Elektro-Speciaalzaken) B.V.,True,,azure,True,,True,,
test.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://test.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.22,/,1307429962,76.76.21.164,Vercel,4,False,,,,,,,,,
thayer.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://thayer.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.98,/,1307429962,76.76.21.164,Vercel,4,False,,,,,,,,,
tor183-234-pdb.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://tor183-234-pdb.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.123,/,1307429962,76.76.21.93,Vercel,4,False,,,,,,,,,
ugc.bcc.nl,404 ~ Page Not Found,404,458,ugc.bcc.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2023-08-24T23:59:59Z,CN=*.ugc.bazaarvoice.com,*.ugc.bazaarvoice.com,*.reviews.bazaarvoice.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f81c60aa464702da666c96e5e6ebb7bb,697c1e3f0518c6b59abf5cb845eaea60f9bf2d417fa23e1668247f45a6ae5d2d,ctls,ugc.bcc.nl,443,https://ugc.bcc.nl:443,https,nginx,text/html,GET,13.32.121.5,/,619682541,2600:9000:236e:3600:11:6a57:33c0:93a1,Nginx,20,False,,True,True,cloudfront,True,,,,
ultipro-test.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://ultipro-test.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.142,Vercel,4,False,,,,,,,,,
us-east-1.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://us-east-1.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.123,/,1307429962,76.76.21.93,Vercel,4,False,,,,,,,,,
us-east-2.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://us-east-2.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.142,/,1307429962,76.76.21.123,Vercel,4,False,,,,,,,,,
us-west-2.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://us-west-2.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.61,/,1307429962,76.76.21.164,Vercel,4,False,,,,,,,,,
utilities-test.bcc.nl,Sign in to your account,200,207048,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://utilities-test.bcc.nl:80,http,,text/html,GET,40.118.100.127,/,-1840324437,40.118.100.127,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=b270596b-cbe4-4b88-9a89-4ce2fe05ae43&redirect_uri=https%3A%2F%2Futilities-test.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396486341892.ODdlOWEzNmItZTE4OS00YmMzLTg1NDgtM2FjZTNiZmVhYjQ4MGNlOWI1MGItODdjZi00NzQ0LWI3NmUtYjUxODJhYjcyMjA3&state=CfDJ8MwyqFyEDi5GtFSkUHWNCHsPPU70VwM7UdvW2JKTjuWG-cBFQiRbipY31m7XiKrVPG9JrFxUouci9oXB7DW0ZU6vXGKOByKG7rUpPx18qfdQW2TRzKIfXYb3ZmbVZhBcXj2_eqtG-jI05NEERqB-FAslvmw6TlMPARmcIqjY7BoCHt5pwHtK_26y-9NjJ-B9OD6ZPTrOPz8LSbKJotfaL37J5jVwVOz6oESy2d83LDuKh57AAVIJ40A3FWBIEIFZZakZatK1zbpGYdmCmZy7vAMXT76Xm0kendkAzW_qmuFWb67UJS6CXI5jBZXlL5Z5kg&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
utilities.bcc.nl,Sign in to your account,200,204132,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://utilities.bcc.nl:80,http,,text/html,GET,104.46.44.78,/,-1840324437,104.46.44.78,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=1c228e0c-04e9-45ab-80cc-63db1c138ad1&redirect_uri=http%3A%2F%2Futilities.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396463376838.ZmEwNzE0ZTAtNmU4Ni00ZDNiLTkyNGItYzRmNjA1MTI4NGQ1MzdkMzIyYzYtZWU4Yi00YTkxLWFhMDMtNDA1OWQxOTczYTNm&state=CfDJ8NVDwtLocCtDhiX1wRmrwf6dXEq096JsKODF4-Sn-LWmhu7VbWzmz5gY5xy-YmftpqW5nyN6h1YInbaE8DWabQahCAoIMUXJ6Z8NAwFuR9Cl8a1St5UMiPa-LaslRapbdvaQaQGSaDi55A_81S0AS2ZUx7uwUZKhu9TC8u1jB3t7jccxUabOzj5oq4Uy3gGO63NxNJ1JskgzOcJCd9q0QVQunZEVVyVFp3NLwiFU1LEIh63qt9ylpatQ5ZMpk5aVZglx30j3NtbpUAPVzvu5Q14RueHGgjzQCtH5v9R6dSmnprYFy5A27FBLCndySZN1xA&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
v2.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://v2.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.98,Vercel,4,False,,,,,,,,,
vpn.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://vpn.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.22,/,1307429962,76.76.21.61,Vercel,4,False,,,,,,,,,
web.bcc.nl,Microsoft Azure Web App - Error 404,404,2667,web.bcc.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Duivendrecht, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,f40ccd549354b968fecff3029c82f498,f484c0c0cd6b982a2b9cac296beb86f9abc4ca80e26832f6a37842bc2a188c29,ctls,web.bcc.nl,443,https://web.bcc.nl:443,https,,text/html,GET,20.101.201.207,/,387302845,20.101.201.207,,87,False,BCC (Elektro-Speciaalzaken) B.V.,True,,,,,,,
web2.bcc.nl,Microsoft Azure Web App - Error 404,404,2667,web2.bcc.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Duivendrecht, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,f40ccd549354b968fecff3029c82f498,f484c0c0cd6b982a2b9cac296beb86f9abc4ca80e26832f6a37842bc2a188c29,ctls,web2.bcc.nl,443,https://web2.bcc.nl:443,https,,text/html,GET,20.101.201.207,/,387302845,20.101.201.207,,87,False,BCC (Elektro-Speciaalzaken) B.V.,True,,,,,,,
webbackend.cdn.bcc.nl,,400,351,webbackend.cdn.bcc.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-17T03:54:06Z,2023-08-15T03:54:05Z,CN=cert00080-azurecdn.akamaized.net,cert00080-azurecdn.akamaized.net,yoamogain.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b4e6e30c87e60bc85b1ec3ccbe075336,f82558ae43613bbe7f972a44e9ecc3d62dace06f32aca49f95e6a1f3401721e1,ctls,webbackend.cdn.bcc.nl,443,https://webbackend.cdn.bcc.nl:443,https,Microsoft-HTTPAPI/2.0,application/xml,GET,2.16.202.65,/,-1092611128,2a02:26f0:780::5f65:3691,Microsoft HTTPAPI:2.0,3,False,,,,,,,,,
webfrontend.cdn.bcc.nl,,400,351,webfrontend.cdn.bcc.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T05:48:12Z,2023-08-16T05:48:11Z,CN=cert00019-azurecdn.akamaized.net,cert00019-azurecdn.akamaized.net,www.zalosolutions.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,510d4aa340807e04800a75d093cb3e37,f1a5d2409821216bdbbdf024fff86ac0e46c3fe18db6721653321a1037e0ad0c,ctls,webfrontend.cdn.bcc.nl,443,https://webfrontend.cdn.bcc.nl:443,https,Microsoft-HTTPAPI/2.0,application/xml,GET,2.19.198.138,/,-1710977556,2a02:26f0:1700:d::1737:6e8f,Microsoft HTTPAPI:2.0,3,False,,,,,,,,,
webmail.bcc.nl,Sign in to Outlook,200,199208,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://webmail.bcc.nl:80,http,,text/html,GET,40.99.149.216,/,-1249852061,2603:1026:c0d:81a::8,HSTS,174,False,Microsoft Corporation,,,,,,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=1feed498-a33a-1aac-56ed-bfc2b76b46be&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=bcc.nl&nonce=638202396470056359.90d0ffc8-9282-442c-b8fd-c05b23c86dff&state=Dcs9DoAgDEBh0HO4uqFN-bEMxrNAsYkJauKg15fhe9vTSqm-6RoNLWoJlhDQxuAWAB-sj1OEAiJMJiKhcQ7ZZJJiGHxGyxSKiG7vMN9fmrdnT_VcM_N01fEt67fnMx31Bw
webmail13e.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://webmail13e.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.61,/,1307429962,76.76.21.9,Vercel,4,False,,,,,,,,,
webshop-acc.bcc.nl,Sign in to your account,200,208664,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://webshop-acc.bcc.nl:80,http,,text/html,GET,13.95.238.192,/,-1840324437,13.95.238.192,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=fe660423-60cb-40a0-93ed-20a26a18f88b&redirect_uri=https%3A%2F%2Fwebshop-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396492034558.YzBhMWJlZTAtNjRiOC00MTliLWJmMzQtZmUxMjlhYmUxZTY2NDM2NTY5YzgtNjViYy00Y2NkLWI0YzQtMjhhOGI0YzRjMTAz&state=CfDJ8DTKoCJD-o5GrUqn2mPgyH3cNyMUtAfwn7SyU97Kk62d9tWkDXAm_IHF2jUgxj8KbFgCDz9WOuDylmVA2QrCTZdsWGi0XEn7TuOAxu4kM-y_elTVmyUads77bcKlhRSHCwCUUBwgU6gg6PnI1T2cZYBVl_qswd04nsfTTZi0prO57arV9Jfmz2WGxfjAREhmmmkNkPaX1xUoKxMR5S0W04i995L4swhy_QwCBlLzeBwQfmKBWk8b9Ln2S3E-EVKG9ZXVWWOR4Z9Ek8qM2NybhAQ9duQfs4IMlyoMNb3emRc4AgsZLByvMXFF7_Ibs-9Jkw&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
