input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,final_url,tls_expired,tls_self_signed,csp_domains_,location
show.wanyol.com,,502,20,show.wanyol.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-17T00:00:00Z,2023-11-17T23:59:59Z,"CN=www.wanyol.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.wanyol.com,广东欢太科技有限公司,*.pay-test.wanyol.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,45f00a609da5b5d3e3b4953b7a67d8e4,3593f8517897c1b869f51d0e2fea479e3e5d4b0fca1d7a655ccfe145b1580774,True,ctls,show.wanyol.com,443,https://show.wanyol.com:443,https,nginx,,GET,183.6.232.15,/,-356769710,183.6.232.15,Nginx,1,False,,,,,,,,
signaler-pa.clients6.google.com,Error 404 (Not Found)!!1,404,1561,signaler-pa.clients6.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:13Z,2023-07-17T12:00:12Z,CN=*.googleapis.com,*.googleapis.com,,*.clients6.google.ws,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,06c854b043dd65e1f308ec77994c4cd0,39a04a5ea2fa354528ea8a0e650c2167cefe25f1f01485bbc770bed6288a409b,True,ctls,signaler-pa.clients6.google.com,443,https://signaler-pa.clients6.google.com:443,https,ESF,text/html,GET,142.250.185.234,/,302920777,2a00:1450:4001:813::200a,HTTP/3,12,False,True,,,,,,,
sip.oppodigital.com,,404,76,sip.oppodigital.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,True,ctls,sip.oppodigital.com,443,https://sip.oppodigital.com:443,https,RTC/7.0,text/plain,GET,52.112.192.139,/,1458883839,2603:1027:0:48::20,HSTS,4,False,True,,,,,,,
sip.realme.com.tw,,404,76,sip.realme.com.tw,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,True,ctls,sip.realme.com.tw,443,https://sip.realme.com.tw:443,https,RTC/7.0,text/plain,GET,52.112.192.139,/,1793156573,2603:1027:0:48::20,HSTS,4,False,True,,,,,,,
sit-support.wanyol.com,404 Not Found,404,196,sit-support.wanyol.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-17T00:00:00Z,2023-11-17T23:59:59Z,"CN=www.wanyol.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.wanyol.com,广东欢太科技有限公司,*.pay-test.wanyol.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,45f00a609da5b5d3e3b4953b7a67d8e4,3593f8517897c1b869f51d0e2fea479e3e5d4b0fca1d7a655ccfe145b1580774,True,ctls,sit-support.wanyol.com,80,http://sit-support.wanyol.com:80,http,nginx,text/html,GET,183.6.232.15,/,-719163172,183.6.232.15,Nginx,8,False,,,,https://sit-support.wanyol.com/,,,,
slp.myoas.com,Welcome to nginx!,200,612,slp.myoas.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-21T00:00:00Z,2023-12-22T23:59:59Z,"CN=*.myoas.com, O=东莞市永盛通信科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoas.com,东莞市永盛通信科技有限公司,myoas.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,56b44e601f977f48333553163dd2f650,ed31eaad6cd83b1df8d03cede160ca9d0a2cb7186bbc06b464b74f1284bfd9e4,True,ctls,slp.myoas.com,443,https://slp.myoas.com:443,https,nginx/1.6.2,text/html,GET,113.105.184.115,/,321992785,113.105.184.115,Nginx:1.6.2,26,False,,,,,,,,
smartcard.apps.coloros.com,,200,310,smartcard.apps.coloros.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,smartcard.apps.coloros.com,443,https://smartcard.apps.coloros.com:443,https,nginx,application/json,GET,49.7.118.51,/,-1840324437,106.3.16.45,Nginx,1,False,,,,,,,,
smartcardfsf.coloros.com,,403,243,smartcardfsf.coloros.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-22T00:00:00Z,2023-09-24T23:59:59Z,"CN=www.oppo.com, O=Guangdong Huantai Technology Co.\, Ltd., L=Dongguan, ST=Guangdong Province, C=CN",www.oppo.com,"Guangdong Huantai Technology Co., Ltd.",www.oneplus.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,45c9cca69394a1aab5b88aedc6480741,5d3bebd3c415cc9a4c89032085c086058880402c3a952d91215f29eba9978c14,,ctls,smartcardfsf.coloros.com,443,https://smartcardfsf.coloros.com:443,https,AmazonS3,application/xml,GET,104.126.37.33,/,-222740172,104.126.37.18,Amazon Web Services,2,False,,,,,,,,
smarthome-fr.iot.heytapmobile.com,,404,31,smarthome-fr.iot.heytapmobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-11-09T23:59:59Z,"CN=www.heytapmobile.com, O=BRAVO UNICORN PTE. LTD., L=Singapore, C=SG",www.heytapmobile.com,BRAVO UNICORN PTE. LTD.,*.cubefs.io,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,5101a12f593d62db3e7d2f6346642fbe,0fd1d51c82529941f4496031c8799262f74ab82a6baf641f7ad57a1fb9d4068b,True,ctls,smarthome-fr.iot.heytapmobile.com,443,https://smarthome-fr.iot.heytapmobile.com:443,https,nginx,,GET,13.36.219.105,/,1401299030,52.47.68.18,Nginx,1,False,True,,,,,,,
smarthome-sgp.iot.heytapmobile.com,,404,31,smarthome-sgp.iot.heytapmobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-11-09T23:59:59Z,"CN=www.heytapmobile.com, O=BRAVO UNICORN PTE. LTD., L=Singapore, C=SG",www.heytapmobile.com,BRAVO UNICORN PTE. LTD.,*.cubefs.io,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,5101a12f593d62db3e7d2f6346642fbe,0fd1d51c82529941f4496031c8799262f74ab82a6baf641f7ad57a1fb9d4068b,True,ctls,smarthome-sgp.iot.heytapmobile.com,443,https://smarthome-sgp.iot.heytapmobile.com:443,https,nginx,,GET,18.141.43.157,/,1401299030,52.77.157.53,Nginx,1,False,True,,,,,,,
sms.ads.oppomobile.com,,404,31,sms.ads.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,sms.ads.oppomobile.com,443,https://sms.ads.oppomobile.com:443,https,nginx,,GET,106.3.18.32,/,1401299030,106.3.18.32,Nginx,1,False,True,,,,,,,
smscenter.keke.cn,,404,,smscenter.keke.cn,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,smscenter.keke.cn,443,https://smscenter.keke.cn:443,https,nginx,,GET,106.3.18.67,/,-1840324437,106.3.18.67,Nginx,1,False,True,,,,,,,
smtp.heytap.com,403 Forbidden,403,564,,,,,,,,,,,,,,,,,,,,80,http://smtp.heytap.com:80,http,nginx,text/html,GET,35.71.138.126,/,1201975693,52.223.58.187,Nginx,14,False,,,,,,,,
smtp.myoas.com,403 Forbidden,403,162,,,,,,,,,,,,,,,,,,,,80,http://smtp.myoas.com:80,http,nginx,text/html,GET,99.83.208.123,/,-551736798,75.2.25.145,Nginx,8,False,,,,,,,,
smtp.realme.net,403 Forbidden,403,564,,,,,,,,,,,,,,,,,,,,80,http://smtp.realme.net:80,http,nginx,text/html,GET,35.71.138.126,/,1201975693,52.223.58.187,Nginx,14,False,,,,,,,,
smtp.realmemobile.com,403 Forbidden,403,564,,,,,,,,,,,,,,,,,,,,80,http://smtp.realmemobile.com:80,http,nginx,text/html,GET,52.223.58.187,/,1201975693,35.71.138.126,Nginx,14,False,,,,,,,,
soc.myoas.com,,200,19973,soc.myoas.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-21T00:00:00Z,2023-12-22T23:59:59Z,"CN=*.myoas.com, O=东莞市永盛通信科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoas.com,东莞市永盛通信科技有限公司,myoas.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,56b44e601f977f48333553163dd2f650,ed31eaad6cd83b1df8d03cede160ca9d0a2cb7186bbc06b464b74f1284bfd9e4,True,ctls,soc.myoas.com,443,https://soc.myoas.com:443,https,nginx,text/html,GET,119.147.175.140,/,1838780880,119.147.175.140,Nginx,21,False,,,,,,,,
social.oppo.com,,404,24,social.oppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,social.oppo.com,443,https://social.oppo.com:443,https,nginx,,GET,106.38.236.84,/,-1392886021,106.38.236.84,Nginx,1,False,True,,,,,,,
soloop-img.heytapdownload.com,,200,7,soloop-img.heytapdownload.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,soloop-img.heytapdownload.com,443,https://soloop-img.heytapdownload.com:443,https,Tengine,text/html,GET,101.226.27.237,/,-1510847873,101.226.27.233,Tengine,1,False,True,,,,,,,
soloop-test-sg.wanyol.com,,404,24,soloop-test-sg.wanyol.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-17T00:00:00Z,2023-11-17T23:59:59Z,"CN=www.wanyol.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.wanyol.com,广东欢太科技有限公司,*.pay-test.wanyol.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,45f00a609da5b5d3e3b4953b7a67d8e4,3593f8517897c1b869f51d0e2fea479e3e5d4b0fca1d7a655ccfe145b1580774,True,ctls,soloop-test-sg.wanyol.com,443,https://soloop-test-sg.wanyol.com:443,https,nginx,,GET,183.6.232.15,/,-1392886021,183.6.232.15,Nginx,1,False,,,,,,,,
soloop-video.heytapdownload.com,,400,172,soloop-video.heytapdownload.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,soloop-video.heytapdownload.com,443,https://soloop-video.heytapdownload.com:443,https,Tengine,application/xml,GET,101.226.27.236,/,-1680564952,101.226.27.234,Tengine,1,False,True,,,,,,,
sopor.game.oppomobile.com,,403,11,sopor.game.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,sopor.game.oppomobile.com,443,https://sopor.game.oppomobile.com:443,https,nginx,,GET,106.3.18.118,/,-1867309133,106.3.18.118,Nginx,1,False,True,,,,,,,
sow-cms.oppo.com,,404,31,sow-cms.oppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,sow-cms.oppo.com,443,https://sow-cms.oppo.com:443,https,nginx,,GET,119.147.175.98,/,1401299030,119.147.175.98,Nginx,1,False,True,,,,,,,
spet-cn.cdo.heytapmobi.com,403 Forbidden,403,548,spet-cn.cdo.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,spet-cn.cdo.heytapmobi.com,443,https://spet-cn.cdo.heytapmobi.com:443,https,nginx,text/html,GET,106.3.18.177,/,586998417,106.3.18.177,Nginx,14,False,True,,,,,,,
spm.myoppo.com,,404,24,spm.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,spm.myoppo.com,443,https://spm.myoppo.com:443,https,nginx,,GET,119.147.175.68,/,-1392886021,119.147.175.68,Nginx,1,False,True,,,,,,,
sport-health.oppomobile.com,,200,255,sport-health.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,sport-health.oppomobile.com,443,https://sport-health.oppomobile.com:443,https,nginx,,GET,106.38.236.110,/,-2088429648,106.38.236.110,Nginx,12,False,,,,,,,,
sr.opposhop.cn,,404,24,sr.opposhop.cn,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,sr.opposhop.cn,443,https://sr.opposhop.cn:443,https,nginx,,GET,106.3.18.245,/,-1392886021,106.3.18.245,Nginx,1,False,True,,,,,,,
ssl.myoas.com,403 Forbidden,403,162,ssl.myoas.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-21T00:00:00Z,2023-12-22T23:59:59Z,"CN=*.myoas.com, O=东莞市永盛通信科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoas.com,东莞市永盛通信科技有限公司,myoas.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,56b44e601f977f48333553163dd2f650,ed31eaad6cd83b1df8d03cede160ca9d0a2cb7186bbc06b464b74f1284bfd9e4,True,ctls,ssl.myoas.com,443,https://ssl.myoas.com:443,https,nginx/1.18.0,text/html,GET,52.47.175.17,/,-551736798,52.47.175.17,Nginx:1.18.0,8,False,,,,,,,,
sso.myoppo.com,叶子认证平台,200,613,sso.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,sso.myoppo.com,443,https://sso.myoppo.com:443,https,nginx,text/html,GET,119.147.175.68,/,286975560,119.147.175.68,Nginx,1,False,True,,,,,,,
sso.realme.net,realme-sso,200,5063,sso.realme.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-05-05T23:59:59Z,CN=*.realme.net,*.realme.net,,realme.net,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",4f629541ec5d56a4310a1766f155cf41,1381fbce546a06155778a275c7399f1bb5e024ddcab26125866ba9b5daff701c,True,ctls,sso.realme.net,443,https://sso.realme.net:443,https,nginx,text/html,GET,52.220.16.189,/,338494589,52.77.14.246,Nginx,124,False,,,,,,,,
ssov2.myoas.com,,509,,ssov2.myoas.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-21T00:00:00Z,2023-12-22T23:59:59Z,"CN=*.myoas.com, O=东莞市永盛通信科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoas.com,东莞市永盛通信科技有限公司,myoas.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,56b44e601f977f48333553163dd2f650,ed31eaad6cd83b1df8d03cede160ca9d0a2cb7186bbc06b464b74f1284bfd9e4,True,ctls,ssov2.myoas.com,443,https://ssov2.myoas.com:443,https,nginx,,GET,35.180.160.40,/,-1840324437,35.180.160.40,Nginx,1,False,,,,https://ssov2.myoas.com/sso/user/login,,,,
st.heytap.com,Sign In | Sentry,200,8957,st.heytap.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,st.heytap.com,443,https://st.heytap.com:443,https,nginx,text/html,GET,106.3.18.82,/,-1840324437,106.3.18.166,Python,324,False,,,,https://st.heytap.com/auth/login/sentry/,,,,
stage.realme.com.tw,realme,200,2237,stage.realme.com.tw,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T06:35:51Z,2023-08-18T15:59:59Z,"CN=*.realme.com.tw, OU=IT, O=NEW BOOM GLOBAL LIMITED TAIWAN BRANCH (SAMOA), L=Taipei, ST=Taiwan, C=TW",*.realme.com.tw,NEW BOOM GLOBAL LIMITED TAIWAN BRANCH (SAMOA),realme.com.tw,"CN=TWCA Secure SSL Certification Authority, OU=Secure SSL Sub-CA, O=TAIWAN-CA, C=TW",TWCA Secure SSL Certification Authority,TAIWAN-CA,d72042f0fdae6e5e4bec80be785c7066,9b532eeeb383867a182278f0ee87aed1c31502b622c7766415e5e8ffb8da8ed2,True,ctls,stage.realme.com.tw,443,https://stage.realme.com.tw:443,https,Apache/2.4.39 (Amazon) OpenSSL/1.0.2k-fips,text/html,GET,104.199.249.16,/,934088422,104.199.249.16,OpenSSL:1.0.2k,58,False,,google,True,,,,,
stat-in.browser.oppomobile.com,,200,,stat-in.browser.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-21T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,*.ocs-cn-south2.oppoer.me,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,742cf952add371979db0d2d94e89dfd7,344bbfbdd55cd1c8e1a47ed0bf24e99765ed312e10637d40aa1fe8f6bf5f0228,True,ctls,stat-in.browser.oppomobile.com,443,https://stat-in.browser.oppomobile.com:443,https,nginx,,GET,129.227.29.96,/,-1840324437,129.227.29.96,Nginx,1,False,True,,,,,,,
stat-sg.browser.heytapmobile.com,,200,2,stat-sg.browser.heytapmobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-11-09T23:59:59Z,"CN=www.heytapmobile.com, O=BRAVO UNICORN PTE. LTD., L=Singapore, C=SG",www.heytapmobile.com,BRAVO UNICORN PTE. LTD.,*.cubefs.io,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,5101a12f593d62db3e7d2f6346642fbe,0fd1d51c82529941f4496031c8799262f74ab82a6baf641f7ad57a1fb9d4068b,True,ctls,stat-sg.browser.heytapmobile.com,443,https://stat-sg.browser.heytapmobile.com:443,https,nginx,,GET,54.179.180.21,/,-2088429648,54.255.196.181,Nginx,1,False,True,,,,,,,
stat-sg.dc.oppomobile.com,,404,98,stat-sg.dc.oppomobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,stat-sg.dc.oppomobile.com,443,https://stat-sg.dc.oppomobile.com:443,https,nginx,text/plain,GET,18.141.46.158,/,-1350163583,13.228.130.145,Nginx,7,False,True,,,,,,,
