input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_mismatched,csp_domains_,final_url,tls_self_signed,tls_expired
stg.geopush.svc.samsung.com,,400,23,stg.geopush.svc.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-02-24T00:00:00Z,2023-02-27T23:59:59Z,"CN=*.stg-samsungvisitin.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.stg-samsungvisitin.com,"Samsung Electronics Co., Ltd.",stg-samsungvisitin.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,45e891ea3180100dda818a9b215fe9fd,bd5b6bf63120aa462d2ed3a12806f1ec7e764d6afbe56f622edf5425343538d9,True,ctls,stg.geopush.svc.samsung.com,,443,https://stg.geopush.svc.samsung.com:443,https,text/plain,GET,43.201.229.21,/,-2060944966,13.209.134.235,,1,False,,awselb/2.0,True,,,,True
stg.sca.samsung.com,,200,85,stg.sca.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-07T00:00:00Z,2023-07-30T23:59:59Z,"CN=*.sca.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.sca.samsung.com,"Samsung Electronics Co., Ltd.",sca.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,6118786a0842b549776af9e26705991f,f48bec6ee0bf8eaa5479bfdaae7b01bec7a728c5ce76c2e3a9d0f22704a5581e,True,ctls,stg.sca.samsung.com,,443,https://stg.sca.samsung.com:443,https,text/plain,GET,54.250.100.181,/,1451542058,52.192.1.3,,1,False,,,,,,,
stg.shop.samsung.com,System Maintenance,200,1715866,stg.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,stg.shop.samsung.com,,80,http://stg.shop.samsung.com:80,http,text/html,GET,95.101.176.135,/,676954042,95.101.176.135,Akamai,3,False,,AkamaiNetStorage,,,https://stg.shop.samsung.com/onlinestore/uk/SystemParking.html,,
stg2.shop.samsung.com,System Maintenance,200,1716723,stg2.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-24T00:00:00Z,2023-11-21T23:59:59Z,"CN=shop.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",shop.samsung.com,"Samsung SDS Co., Ltd.",v3.shop.samsung.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6857c3893618d82bf589eaf5c9dcccc6,fd7503916ff8fab28fa4edaea2b45d248d8ca211ec723832c6071fd4e7903796,,ctls,stg2.shop.samsung.com,,443,https://stg2.shop.samsung.com:443,https,text/html,GET,23.37.57.190,/,676954042,23.37.57.190,Akamai,2,False,,AkamaiNetStorage,,,https://stg2.shop.samsung.com/onlinestore/uk/SystemParking.html,,
stg4-sa.shop.samsung.com,System Maintenance,200,1712447,stg4-sa.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,stg4-sa.shop.samsung.com,,443,https://stg4-sa.shop.samsung.com:443,https,text/html,GET,23.56.201.142,/,1874440197,23.56.201.142,,1,False,,AkamaiNetStorage,,,https://stg4-sa.shop.samsung.com/onlinestore/uk/SystemParking.html,,
stg4.shop.samsung.com,System Maintenance,200,1712447,stg4.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,stg4.shop.samsung.com,,443,https://stg4.shop.samsung.com:443,https,text/html,GET,23.37.38.27,/,-388509345,23.37.38.27,,1,False,,AkamaiNetStorage,,,https://stg4.shop.samsung.com/onlinestore/uk/SystemParking.html,,
stg5.shop.samsung.com,System Maintenance,200,1712447,stg5.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,stg5.shop.samsung.com,,80,http://stg5.shop.samsung.com:80,http,text/html,GET,95.101.176.135,/,-1788700854,95.101.176.135,,1,False,,AkamaiNetStorage,,,https://stg5.shop.samsung.com/onlinestore/uk/SystemParking.html,,
stg6-eu-api-cdn.ecom-stg.samsung.com,Error,503,176,stg6-eu-api-cdn.ecom-stg.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,stg6-eu-api-cdn.ecom-stg.samsung.com,,443,https://stg6-eu-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.37.38.27,/,-714983338,23.37.38.27,,5,False,,,,,,,
stg8-eu-api-cdn.ecom-stg.samsung.com,Service Unavailable,503,269,stg8-eu-api-cdn.ecom-stg.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,stg8-eu-api-cdn.ecom-stg.samsung.com,,443,https://stg8-eu-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.212.208.133,/,-1465249745,23.212.208.133,,9,False,,,,,,,
stg8.shop.samsung.com,System Maintenance,200,1712447,stg8.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,stg8.shop.samsung.com,,80,http://stg8.shop.samsung.com:80,http,text/html,GET,23.37.38.27,/,1662284012,23.37.38.27,,1,False,,AkamaiNetStorage,,,https://stg8.shop.samsung.com/onlinestore/uk/SystemParking.html,,
stgus.shop.samsung.com,Access Denied,403,275,stgus.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,stgus.shop.samsung.com,,443,https://stgus.shop.samsung.com:443,https,text/html,GET,95.101.176.135,/,-731458109,95.101.176.135,,10,False,,AkamaiGHost,,,,,
store.samsung.com,Samsung Deutschland | Smartphone | TV | Haushaltsgeräte,200,505018,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://store.samsung.com:443,https,text/html,GET,23.37.57.190,/,676954042,23.37.57.190,Java,9878,False,,,,,https://www.samsung.com/de/,,
sua.update.kies.samsung.com,Error,404,139,sua.update.kies.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-05-28T23:59:59Z,"CN=*.update.kies.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.update.kies.samsung.com,"Samsung Electronics Co., Ltd.",update.kies.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,f6c81f2bb8d77ce09d4e23e844cd5c2b,a22ace47295f7d319e9b4115f8d28ebd435a245bcf874ec7a52cf39a11cbe1ef,True,ctls,sua.update.kies.samsung.com,,443,https://sua.update.kies.samsung.com:443,https,text/html,GET,52.36.135.254,/,1593207841,54.184.215.24,HSTS,11,False,,awselb/2.0,,,,,
superset-us.bigdata.samsung.com,403,403,134,superset-us.bigdata.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-23T03:54:38Z,2023-10-21T04:49:33Z,CN=superset-us.bigdata.samsung.com,superset-us.bigdata.samsung.com,,superset-us.bigdata.samsung.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,a27e7f7bc59f839f5ddc9a0a74bd0f67,72bd73235f6ff52a8f858d1495bae92d6e1686d1c77c97383c5e8303d52c093c,,ctls,superset-us.bigdata.samsung.com,google,443,https://superset-us.bigdata.samsung.com:443,https,text/html,GET,35.241.11.255,/,1723221432,35.241.11.255,HTTP/3,1,False,True,,,,,,
superset2-dev.di.atlas.samsung.com,403,403,134,superset2-dev.di.atlas.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-22T07:50:56Z,2023-10-20T08:43:49Z,CN=superset2-dev.di.atlas.samsung.com,superset2-dev.di.atlas.samsung.com,,superset2-dev.di.atlas.samsung.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,e5d13b1075ddb9b2566b8debe71dcc8e,9e4349dc18daf82094b3793e56c520ebcba19ac036ac5d1a1c1f9f3882d4820a,,ctls,superset2-dev.di.atlas.samsung.com,google,443,https://superset2-dev.di.atlas.samsung.com:443,https,text/html,GET,34.120.28.140,/,1723221432,34.120.28.140,HTTP/3,1,False,True,,,,,,
support-ap.samsung.com,,200,1088,support-ap.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-13T00:00:00Z,2024-07-19T23:59:59Z,"CN=dev-spea.sec.samsung.com, O=Samsung SDS Asia Pacific Pte. Ltd., L=Singapore, C=SG",dev-spea.sec.samsung.com,Samsung SDS Asia Pacific Pte. Ltd.,www.dev-spea.sec.samsung.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ec0505b1c1781427930c5b458f01d422,255d3d728c37dd699064c338b367a7c051e537baa2dccc09c49219f1ff7b5ea3,,ctls,support-ap.samsung.com,,443,https://support-ap.samsung.com:443,https,text/html,GET,203.126.64.132,/,1063934476,203.126.64.132,Apache,33,False,,Apache,True,,,,
support-ca.samsung.com,Samsung Online Service Center,200,315,support-ca.samsung.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-05-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=*.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.samsung.com,"Samsung Electronics Co., Ltd.",samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e1c5bf6bb7dc78f1d326bbdfbdde271b,d1c9cb4384ddab1a8724c7b7f01d04d376b06f728d2edeeb82635a449ff3638c,True,ctls,support-ca.samsung.com,,443,https://support-ca.samsung.com:443,https,text/html,GET,206.67.236.50,/,346146808,206.67.236.50,,14,False,,,,,,,
support-cacyber.samsung.com,Samsung Online Service Center,200,478,support-cacyber.samsung.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-05-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=*.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.samsung.com,"Samsung Electronics Co., Ltd.",samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e1c5bf6bb7dc78f1d326bbdfbdde271b,d1c9cb4384ddab1a8724c7b7f01d04d376b06f728d2edeeb82635a449ff3638c,True,ctls,support-cacyber.samsung.com,,443,https://support-cacyber.samsung.com:443,https,text/html,GET,206.67.236.184,/,-601188306,206.67.236.184,,16,False,,,,,,,
support-tw.samsung.com,index,200,1347,,,,,,,,,,,,,,,,,,,,,80,http://support-tw.samsung.com:80,http,text/html,GET,218.249.63.189,/,225052475,218.249.63.189,Microsoft ASP.NET,35,False,,,,,,,
support-us.samsung.com,Samsung Online Service Center,200,389,support-us.samsung.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-05-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=*.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.samsung.com,"Samsung Electronics Co., Ltd.",samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e1c5bf6bb7dc78f1d326bbdfbdde271b,d1c9cb4384ddab1a8724c7b7f01d04d376b06f728d2edeeb82635a449ff3638c,True,ctls,support-us.samsung.com,,443,https://support-us.samsung.com:443,https,text/html,GET,206.67.236.146,/,-601188306,206.67.236.146,,15,False,,,,,,,
swa.ecom-qa.samsung.com,,404,60,swa.ecom-qa.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-08T00:00:00Z,2023-11-08T23:59:59Z,CN=*.ecom-qa.samsung.com,*.ecom-qa.samsung.com,,ecom-qa.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,1c530eb92b1a528c4185522802d86fc2,be2c8e278498989713552cef9707bfa69c4add3d13d0bb9a8730a32d4e003089,True,ctls,swa.ecom-qa.samsung.com,,443,https://swa.ecom-qa.samsung.com:443,https,application/json,GET,52.0.215.118,/,1390603384,52.0.215.118,,1,False,,,,,,,
swexpertacademy.samsung.com,,200,319,swexpertacademy.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=*.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.samsung.com,"Samsung Electronics Co., Ltd.",samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e1c5bf6bb7dc78f1d326bbdfbdde271b,d1c9cb4384ddab1a8724c7b7f01d04d376b06f728d2edeeb82635a449ff3638c,True,ctls,swexpertacademy.samsung.com,incapsula,443,https://swexpertacademy.samsung.com:443,https,text/html,GET,45.223.19.142,/,-1919887028,45.223.19.142,Imperva,4,False,True,Apache,,url=/common/main/main.do,,,
techlife.samsung.com,"Pets on Mom.com | Dive into expert advice all about animals with mom.com Animals, the one-stop-shop for cute and cuddly critters, exotic pets, wildlife and much more!",200,128263,animals.mom.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-19T15:59:18Z,2023-10-17T15:59:17Z,CN=classroom.synonym.com,classroom.synonym.com,,yourbusiness.azcentral.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8297703786c937e92bbba6c86cbbe039,94fc96b7d9b3a22052c5a931c95d5df48e10220d6e38f217ff5cc6d2641b33fe,,ctls,animals.mom.com,,443,https://techlife.samsung.com:443,https,text/html,GET,23.227.13.179,/,-1509693546,23.227.13.179,Nginx,189,False,,nginx,,,https://animals.mom.com/,,
techsupport.samsung.com,Login | Salesforce,200,11214,login.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T00:00:00Z,2024-04-18T23:59:59Z,"CN=login.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",login.salesforce.com,"salesforce.com, inc.",webto.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e84bd3a25fffb1f4ad937061cfebedb3,233e6badd9fc1d50c0cea8cef3e66a10a5f1de1fedba2ef204d5cd7a1f2d91b1,,ctls,login.salesforce.com,,443,https://techsupport.samsung.com:443,https,text/html,GET,101.53.170.196,/,1433417005,101.53.171.196,HSTS,24,False,,,,,https://login.salesforce.com,,
themes-studio.samsung.com,Galaxy Themes Studio,200,41252,themes-studio.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-07-12T23:59:59Z,"CN=themes-studio.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",themes-studio.samsung.com,"Samsung Electronics Co., Ltd.",www.themes-studio.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,163a348c647e6ed9341515084902fc88,793483a0d065fe7c23fd156a8dd5025f297a8104ac9b1edcaa0f1797835f111c,,ctls,themes-studio.samsung.com,cloudfront,443,https://themes-studio.samsung.com:443,https,text/html,GET,108.138.17.78,/,2084389107,2600:9000:2491:9800:2:d0de:3b00:93a1,Amazon Web Services,542,False,True,,,,,,
uk.ecom-qa.samsung.com,502 Bad Gateway,502,156,uk.ecom-qa.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-08T00:00:00Z,2023-11-08T23:59:59Z,CN=*.ecom-qa.samsung.com,*.ecom-qa.samsung.com,,ecom-qa.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,1c530eb92b1a528c4185522802d86fc2,be2c8e278498989713552cef9707bfa69c4add3d13d0bb9a8730a32d4e003089,True,ctls,uk.ecom-qa.samsung.com,,443,https://uk.ecom-qa.samsung.com:443,https,text/html,GET,54.86.159.84,/,-363983103,54.86.159.84,,8,False,,,,,,,
update.kies.samsung.com,Eut Web Service,404,441,update.kies.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-05-28T23:59:59Z,"CN=*.update.kies.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.update.kies.samsung.com,"Samsung Electronics Co., Ltd.",update.kies.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,f6c81f2bb8d77ce09d4e23e844cd5c2b,a22ace47295f7d319e9b4115f8d28ebd435a245bcf874ec7a52cf39a11cbe1ef,True,ctls,update.kies.samsung.com,,443,https://update.kies.samsung.com:443,https,text/html,GET,52.40.64.62,/,2009057804,52.89.211.179,,16,False,,,,,,,
us-api.ecom-qa.samsung.com,403 Forbidden,403,146,us-api.ecom-qa.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-08T00:00:00Z,2023-11-08T23:59:59Z,CN=*.ecom-qa.samsung.com,*.ecom-qa.samsung.com,,ecom-qa.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,1c530eb92b1a528c4185522802d86fc2,be2c8e278498989713552cef9707bfa69c4add3d13d0bb9a8730a32d4e003089,True,ctls,us-api.ecom-qa.samsung.com,,443,https://us-api.ecom-qa.samsung.com:443,https,text/html,GET,34.234.111.21,/,-1561873722,35.175.43.126,HSTS,8,False,,,,*.seasam.org,,,
us-api.mcsvc.samsung.com,,404,57,us-api.mcsvc.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-09-30T23:59:59Z,"CN=*.mcsvc.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.mcsvc.samsung.com,"Samsung Electronics Co., Ltd.",mcsvc.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0e5c382f86782e2bb133d4b7d67213af,33d426ce6b30cfb4d21a6ccfd3ff29cb1623a8b947eafdc30545e1b63fcf1c07,True,ctls,us-api.mcsvc.samsung.com,,443,https://us-api.mcsvc.samsung.com:443,https,application/json,GET,54.242.166.111,/,-346253650,50.17.61.32,Apache,1,False,,Apache,,,,,
us-api.mobilecare.svc.samsung.com,HTTP Status 404 – Not Found,404,431,us-api.mobilecare.svc.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-13T00:00:00Z,2024-07-11T23:59:59Z,"CN=*.mobilecare.svc.samsung.com, O=Samsung Electronics Co.\,Ltd., L=Suwon-si, ST=Gyeonggi-do, C=KR",*.mobilecare.svc.samsung.com,"Samsung Electronics Co.,Ltd.",*.mobilecare.svc.samsung.com,"CN=Thawte TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte TLS RSA CA G1,DigiCert Inc,cf3b1992c8711386fe49de75bd8252d5,2ca877cff68ddc2f019933520ec49420947568075cfae10039e6fbe7b35890f1,True,ctls,us-api.mobilecare.svc.samsung.com,,443,https://us-api.mobilecare.svc.samsung.com:443,https,text/html,GET,34.230.177.19,/,-230353730,52.2.167.159,,1,False,,,,,,,
us-cdn-gpp.mcsvc.samsung.com,Samsung MCS,403,1182,us-cdn-gpp.mcsvc.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-23T00:00:00Z,2023-09-30T23:59:59Z,"CN=*.mcsvc.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.mcsvc.samsung.com,"Samsung Electronics Co., Ltd.",mcsvc.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0e5c382f86782e2bb133d4b7d67213af,33d426ce6b30cfb4d21a6ccfd3ff29cb1623a8b947eafdc30545e1b63fcf1c07,True,ctls,us-cdn-gpp.mcsvc.samsung.com,cloudfront,443,https://us-cdn-gpp.mcsvc.samsung.com:443,https,text/html,GET,108.138.4.24,/,701728086,108.138.4.24,Amazon Web Services,36,False,True,AmazonS3,,,,,
